ID,X,Y,W,H,C_X,CY
470,528.0,672.0,7.0,7.0,532.0,676.0
471,156.0,712.0,7.0,7.0,160.0,716.0
472,540.0,296.0,7.0,7.0,544.0,300.0
473,188.0,362.0,7.0,7.0,192.0,366.0
474,198.0,712.0,7.0,7.0,202.0,716.0
475,83.0,75.0,7.0,7.0,86.0,78.0
476,202.0,220.0,7.0,7.0,206.0,224.0
477,240.0,670.0,7.0,7.0,244.0,674.0
478,680.0,232.0,7.0,7.0,684.0,236.0
479,178.0,580.0,7.0,7.0,182.0,584.0
480,264.0,170.0,7.0,7.0,268.0,174.0
481,378.0,374.0,7.0,7.0,382.0,378.0
482,28.0,4.0,7.0,7.0,32.0,8.0
483,146.0,666.0,7.0,7.0,150.0,670.0
484,592.0,760.0,7.0,7.0,596.0,764.0
485,674.0,204.0,7.0,7.0,678.0,208.0
486,292.0,378.0,7.0,7.0,296.0,382.0
487,440.0,238.0,7.0,7.0,444.0,242.0
488,238.0,380.0,7.0,7.0,242.0,384.0
489,580.0,28.0,7.0,7.0,584.0,32.0
490,474.0,380.0,7.0,7.0,478.0,384.0
491,792.0,294.0,7.0,7.0,796.0,298.0
492,510.0,788.0,7.0,7.0,514.0,792.0
493,793.0,726.0,7.0,7.0,796.0,730.0
494,336.0,20.0,7.0,7.0,340.0,24.0
495,660.0,200.0,7.0,7.0,664.0,204.0
496,340.0,768.0,7.0,7.0,344.0,772.0
497,424.0,324.0,7.0,7.0,428.0,328.0
498,492.0,706.0,7.0,7.0,496.0,710.0
499,730.0,210.0,7.0,7.0,734.0,214.0
500,258.0,198.0,7.0,7.0,262.0,202.0
501,716.0,324.0,7.0,7.0,720.0,328.0
502,226.0,700.0,7.0,7.0,230.0,704.0
503,158.0,700.0,7.0,7.0,162.0,704.0
504,690.0,706.0,7.0,7.0,694.0,710.0
505,709.0,445.0,7.0,7.0,712.0,448.0
506,614.0,194.0,7.0,7.0,618.0,198.0
507,600.0,698.0,7.0,7.0,604.0,702.0
508,558.0,184.0,7.0,7.0,562.0,188.0
509,790.0,692.0,7.0,7.0,794.0,696.0
510,622.0,190.0,7.0,7.0,626.0,194.0
511,608.0,336.0,7.0,7.0,612.0,340.0
512,14.0,690.0,7.0,7.0,18.0,694.0
513,616.0,214.0,7.0,7.0,620.0,218.0
514,270.0,190.0,7.0,7.0,274.0,194.0
515,222.0,620.0,7.0,7.0,226.0,624.0
516,260.0,308.0,7.0,7.0,264.0,312.0
517,26.0,346.0,7.0,7.0,30.0,350.0
518,748.0,422.0,7.0,7.0,752.0,426.0
519,138.0,710.0,7.0,7.0,142.0,714.0
520,74.0,214.0,7.0,7.0,78.0,218.0
521,400.0,192.0,7.0,7.0,404.0,196.0
522,402.0,664.0,7.0,7.0,406.0,668.0
523,18.0,379.0,7.0,7.0,22.0,382.0
524,38.0,160.0,7.0,7.0,42.0,164.0
525,697.0,347.0,7.0,7.0,700.0,350.0
526,778.0,160.0,7.0,7.0,782.0,164.0
527,778.0,748.0,7.0,7.0,782.0,752.0
528,288.0,160.0,7.0,7.0,292.0,164.0
529,744.0,166.0,7.0,7.0,748.0,170.0
530,502.0,648.0,7.0,7.0,506.0,652.0
531,352.0,736.0,7.0,7.0,356.0,740.0
532,352.0,272.0,7.0,7.0,356.0,276.0
533,456.0,158.0,7.0,7.0,460.0,162.0
534,468.0,410.0,7.0,7.0,472.0,414.0
535,732.0,646.0,7.0,7.0,736.0,650.0
536,182.0,353.0,7.0,7.0,186.0,356.0
537,586.0,154.0,7.0,7.0,590.0,158.0
538,56.0,646.0,7.0,7.0,60.0,650.0
539,286.0,414.0,7.0,7.0,290.0,418.0
540,254.0,642.0,7.0,7.0,258.0,646.0
541,36.0,0.0,7.0,7.0,40.0,4.0
542,100.0,740.0,7.0,7.0,104.0,744.0
543,403.0,155.0,7.0,7.0,406.0,158.0
544,392.0,642.0,7.0,7.0,396.0,646.0
545,248.0,152.0,7.0,7.0,252.0,156.0
546,712.0,640.0,7.0,7.0,716.0,644.0
547,146.0,366.0,7.0,7.0,150.0,370.0
548,554.0,530.0,7.0,7.0,558.0,534.0
549,714.0,318.0,7.0,7.0,718.0,322.0
550,262.0,388.0,7.0,7.0,266.0,392.0
551,106.0,656.0,7.0,7.0,110.0,660.0
552,262.0,394.0,7.0,7.0,266.0,398.0
553,126.0,730.0,7.0,7.0,130.0,734.0
554,756.0,28.0,7.0,7.0,760.0,32.0
555,224.0,396.0,7.0,7.0,228.0,400.0
556,34.0,460.0,7.0,7.0,38.0,464.0
557,348.0,664.0,7.0,7.0,352.0,668.0
558,464.0,792.0,7.0,7.0,468.0,796.0
559,14.0,552.0,7.0,7.0,18.0,556.0
560,616.0,400.0,7.0,7.0,620.0,404.0
561,146.0,372.0,7.0,7.0,150.0,376.0
562,53.0,589.0,7.0,7.0,56.0,592.0
563,466.0,654.0,7.0,7.0,470.0,658.0
564,735.0,746.0,8.0,8.0,739.0,750.0
565,534.0,739.0,8.0,8.0,538.0,743.0
566,608.0,64.0,8.0,8.0,612.0,68.0
567,135.0,726.0,8.0,8.0,139.0,730.0
568,409.0,723.0,8.0,8.0,413.0,727.0
569,492.0,748.0,8.0,8.0,496.0,752.0
570,65.0,76.0,8.0,8.0,69.0,80.0
571,152.0,765.0,8.0,8.0,156.0,769.0
572,590.0,498.0,8.0,8.0,594.0,502.0
573,98.0,722.0,8.0,8.0,102.0,726.0
574,4.0,766.0,8.0,8.0,8.0,770.0
575,516.0,570.0,8.0,8.0,520.0,574.0
576,223.0,572.0,8.0,8.0,227.0,576.0
577,264.0,64.0,8.0,8.0,268.0,68.0
578,36.0,766.0,8.0,8.0,40.0,770.0
579,268.0,741.0,8.0,8.0,272.0,745.0
580,752.0,765.0,8.0,8.0,756.0,769.0
581,792.0,0.0,8.0,8.0,796.0,4.0
582,353.0,728.0,8.0,8.0,357.0,732.0
583,22.0,734.0,8.0,8.0,26.0,738.0
584,509.0,552.0,8.0,8.0,513.0,556.0
585,575.0,563.0,8.0,8.0,579.0,567.0
586,436.0,712.0,8.0,8.0,440.0,716.0
587,39.0,734.0,8.0,8.0,43.0,738.0
588,189.0,730.0,8.0,8.0,193.0,734.0
589,634.0,710.0,8.0,8.0,638.0,714.0
590,186.0,710.0,8.0,8.0,190.0,714.0
591,308.0,718.0,8.0,8.0,312.0,722.0
592,316.0,-1.0,8.0,8.0,320.0,3.0
593,699.0,125.0,8.0,8.0,703.0,129.0
594,61.0,720.0,8.0,8.0,65.0,724.0
595,564.0,71.0,8.0,8.0,568.0,75.0
596,528.0,-1.0,8.0,8.0,532.0,3.0
597,464.0,552.0,8.0,8.0,468.0,556.0
598,686.0,738.0,8.0,8.0,690.0,742.0
599,609.0,764.0,8.0,8.0,613.0,768.0
600,546.0,550.0,8.0,8.0,550.0,554.0
601,445.0,550.0,8.0,8.0,449.0,554.0
602,33.0,740.0,8.0,8.0,37.0,744.0
603,162.0,764.0,8.0,8.0,166.0,768.0
604,580.0,180.0,8.0,8.0,584.0,184.0
605,750.0,18.0,8.0,8.0,754.0,22.0
606,41.0,704.0,8.0,8.0,45.0,708.0
607,734.0,653.0,8.0,8.0,738.0,657.0
608,648.0,792.0,8.0,8.0,652.0,796.0
609,16.0,655.0,8.0,8.0,20.0,659.0
610,103.0,46.0,8.0,8.0,107.0,50.0
611,248.0,30.0,8.0,8.0,252.0,34.0
612,774.0,45.0,8.0,8.0,778.0,49.0
613,88.0,29.0,8.0,8.0,92.0,33.0
614,310.0,611.0,8.0,8.0,314.0,615.0
615,313.0,50.0,8.0,8.0,317.0,54.0
616,358.0,602.0,8.0,8.0,362.0,606.0
617,394.0,49.0,8.0,8.0,398.0,53.0
618,123.0,786.0,8.0,8.0,127.0,790.0
619,676.0,785.0,8.0,8.0,680.0,789.0
620,376.0,45.0,8.0,8.0,380.0,49.0
621,716.0,9.0,8.0,8.0,720.0,13.0
622,125.0,34.0,8.0,8.0,129.0,38.0
623,286.0,622.0,8.0,8.0,290.0,626.0
624,418.0,637.0,8.0,8.0,422.0,641.0
625,327.0,642.0,8.0,8.0,331.0,646.0
626,326.0,635.0,8.0,8.0,330.0,639.0
627,81.0,38.0,8.0,8.0,85.0,42.0
628,0.0,40.0,8.0,8.0,4.0,44.0
629,189.0,642.0,8.0,8.0,193.0,646.0
630,792.0,14.0,8.0,8.0,796.0,18.0
631,360.0,27.0,8.0,8.0,364.0,31.0
632,558.0,630.0,8.0,8.0,562.0,634.0
633,282.0,628.0,8.0,8.0,286.0,632.0
634,56.0,44.0,8.0,8.0,60.0,48.0
635,338.0,43.0,8.0,8.0,342.0,47.0
636,27.0,624.0,8.0,8.0,31.0,628.0
637,366.0,43.0,8.0,8.0,370.0,47.0
638,179.0,646.0,8.0,8.0,183.0,650.0
639,591.0,22.0,8.0,8.0,595.0,26.0
640,76.0,629.0,8.0,8.0,80.0,633.0
641,49.0,704.0,8.0,8.0,53.0,708.0
642,216.0,668.0,8.0,8.0,220.0,672.0
643,779.0,25.0,8.0,8.0,783.0,29.0
644,721.0,688.0,8.0,8.0,725.0,692.0
645,768.0,688.0,8.0,8.0,772.0,692.0
646,156.0,773.0,8.0,8.0,160.0,777.0
647,4.0,584.0,8.0,8.0,8.0,588.0
648,57.0,14.0,8.0,8.0,61.0,18.0
649,656.0,12.0,8.0,8.0,660.0,16.0
650,578.0,10.0,8.0,8.0,582.0,14.0
651,178.0,698.0,8.0,8.0,182.0,702.0
652,86.0,579.0,8.0,8.0,90.0,583.0
653,132.0,704.0,8.0,8.0,136.0,708.0
654,3.0,578.0,8.0,8.0,7.0,582.0
655,702.0,92.0,8.0,8.0,706.0,96.0
656,550.0,58.0,8.0,8.0,554.0,62.0
657,376.0,703.0,8.0,8.0,380.0,707.0
658,304.0,574.0,8.0,8.0,308.0,578.0
659,362.0,772.0,8.0,8.0,366.0,776.0
660,734.0,681.0,8.0,8.0,738.0,685.0
661,629.0,81.0,8.0,8.0,633.0,85.0
662,548.0,26.0,8.0,8.0,552.0,30.0
663,66.0,670.0,8.0,8.0,70.0,674.0
664,599.0,184.0,8.0,8.0,603.0,188.0
665,448.0,672.0,8.0,8.0,452.0,676.0
666,406.0,781.0,8.0,8.0,410.0,785.0
667,309.0,674.0,8.0,8.0,313.0,678.0
668,81.0,23.0,8.0,8.0,85.0,27.0
669,380.0,51.0,8.0,8.0,384.0,55.0
670,460.0,21.0,8.0,8.0,464.0,25.0
671,400.0,678.0,8.0,8.0,404.0,682.0
672,467.0,778.0,8.0,8.0,471.0,782.0
673,700.0,679.0,8.0,8.0,704.0,683.0
674,2.0,680.0,8.0,8.0,6.0,684.0
675,293.0,680.0,8.0,8.0,297.0,684.0
676,734.0,589.0,8.0,8.0,738.0,593.0
677,785.0,19.0,8.0,8.0,789.0,23.0
678,80.0,778.0,8.0,8.0,84.0,782.0
679,705.0,262.0,8.0,8.0,709.0,266.0
680,527.0,100.0,8.0,8.0,531.0,104.0
681,263.0,80.0,8.0,8.0,267.0,84.0
682,668.0,395.0,8.0,8.0,672.0,399.0
683,216.0,396.0,8.0,8.0,220.0,400.0
684,729.0,394.0,8.0,8.0,733.0,398.0
685,640.0,390.0,8.0,8.0,644.0,394.0
686,454.0,390.0,8.0,8.0,458.0,394.0
687,90.0,164.0,8.0,8.0,94.0,168.0
688,716.0,165.0,8.0,8.0,720.0,169.0
689,93.0,550.0,8.0,8.0,97.0,554.0
690,278.0,381.0,8.0,8.0,282.0,385.0
691,538.0,376.0,8.0,8.0,542.0,380.0
692,98.0,546.0,8.0,8.0,102.0,550.0
693,748.0,374.0,8.0,8.0,752.0,378.0
694,22.0,173.0,8.0,8.0,26.0,177.0
695,81.0,368.0,8.0,8.0,85.0,372.0
696,141.0,174.0,8.0,8.0,145.0,178.0
697,556.0,362.0,8.0,8.0,560.0,366.0
698,112.0,361.0,8.0,8.0,116.0,365.0
699,356.0,179.0,8.0,8.0,360.0,183.0
700,566.0,182.0,8.0,8.0,570.0,186.0
701,523.0,356.0,8.0,8.0,527.0,360.0
702,420.0,355.0,8.0,8.0,424.0,359.0
703,363.0,353.0,8.0,8.0,367.0,357.0
704,167.0,171.0,8.0,8.0,171.0,175.0
705,136.0,162.0,8.0,8.0,140.0,166.0
706,358.0,399.0,8.0,8.0,362.0,403.0
707,174.0,160.0,8.0,8.0,178.0,164.0
708,786.0,141.0,8.0,8.0,790.0,145.0
709,672.0,434.0,8.0,8.0,676.0,438.0
710,644.0,434.0,8.0,8.0,648.0,438.0
711,121.0,434.0,8.0,8.0,125.0,438.0
712,753.0,432.0,8.0,8.0,757.0,436.0
713,686.0,430.0,8.0,8.0,690.0,434.0
714,490.0,431.0,8.0,8.0,494.0,435.0
715,404.0,430.0,8.0,8.0,408.0,434.0
716,107.0,145.0,8.0,8.0,111.0,149.0
717,48.0,427.0,8.0,8.0,52.0,431.0
718,588.0,424.0,8.0,8.0,592.0,428.0
719,64.0,424.0,8.0,8.0,68.0,428.0
720,593.0,467.0,8.0,8.0,597.0,471.0
721,227.0,419.0,8.0,8.0,231.0,423.0
722,602.0,152.0,8.0,8.0,606.0,156.0
723,766.0,416.0,8.0,8.0,770.0,420.0
724,375.0,416.0,8.0,8.0,379.0,420.0
725,345.0,416.0,8.0,8.0,349.0,420.0
726,610.0,412.0,8.0,8.0,614.0,416.0
727,293.0,157.0,8.0,8.0,297.0,161.0
728,393.0,406.0,8.0,8.0,397.0,410.0
729,585.0,160.0,8.0,8.0,589.0,164.0
730,64.0,183.0,8.0,8.0,68.0,187.0
731,621.0,350.0,8.0,8.0,625.0,354.0
732,290.0,348.0,8.0,8.0,294.0,352.0
733,634.0,300.0,8.0,8.0,638.0,304.0
734,671.0,224.0,8.0,8.0,675.0,228.0
735,414.0,225.0,8.0,8.0,418.0,229.0
736,415.0,290.0,8.0,8.0,419.0,294.0
737,694.0,232.0,8.0,8.0,698.0,236.0
738,192.0,289.0,8.0,8.0,196.0,293.0
739,155.0,188.0,8.0,8.0,159.0,192.0
740,507.0,238.0,8.0,8.0,511.0,242.0
741,645.0,238.0,8.0,8.0,649.0,242.0
742,20.0,244.0,8.0,8.0,24.0,248.0
743,458.0,280.0,8.0,8.0,462.0,284.0
744,163.0,276.0,8.0,8.0,167.0,280.0
745,416.0,272.0,8.0,8.0,420.0,276.0
746,152.0,272.0,8.0,8.0,156.0,276.0
747,506.0,270.0,8.0,8.0,510.0,274.0
748,416.0,252.0,8.0,8.0,420.0,256.0
749,74.0,269.0,8.0,8.0,78.0,273.0
750,206.0,29.0,8.0,8.0,210.0,33.0
751,134.0,257.0,8.0,8.0,138.0,261.0
752,232.0,261.0,8.0,8.0,236.0,265.0
753,452.0,262.0,8.0,8.0,456.0,266.0
754,269.0,439.0,8.0,8.0,273.0,443.0
755,227.0,216.0,8.0,8.0,231.0,220.0
756,71.0,308.0,8.0,8.0,75.0,312.0
757,712.0,346.0,8.0,8.0,716.0,350.0
758,784.0,345.0,8.0,8.0,788.0,349.0
759,8.0,345.0,8.0,8.0,12.0,349.0
760,580.0,186.0,8.0,8.0,584.0,190.0
761,558.0,342.0,8.0,8.0,562.0,346.0
762,288.0,335.0,8.0,8.0,292.0,339.0
763,433.0,192.0,8.0,8.0,437.0,196.0
764,266.0,334.0,8.0,8.0,270.0,338.0
765,568.0,192.0,8.0,8.0,572.0,196.0
766,793.0,331.0,8.0,8.0,797.0,335.0
767,66.0,326.0,8.0,8.0,70.0,330.0
768,514.0,134.0,8.0,8.0,518.0,138.0
769,473.0,201.0,8.0,8.0,477.0,205.0
770,593.0,322.0,8.0,8.0,597.0,326.0
771,385.0,319.0,8.0,8.0,389.0,323.0
772,551.0,208.0,8.0,8.0,555.0,212.0
773,12.0,679.0,8.0,8.0,16.0,683.0
774,657.0,210.0,8.0,8.0,661.0,214.0
775,777.0,314.0,8.0,8.0,781.0,318.0
776,-2.0,693.0,8.0,8.0,2.0,697.0
777,300.0,308.0,8.0,8.0,304.0,312.0
778,526.0,306.0,8.0,8.0,530.0,310.0
779,511.0,440.0,8.0,8.0,515.0,444.0
780,173.0,396.0,8.0,8.0,177.0,400.0
781,493.0,140.0,8.0,8.0,497.0,144.0
782,650.0,514.0,8.0,8.0,654.0,518.0
783,269.0,286.0,8.0,8.0,273.0,290.0
784,265.0,514.0,8.0,8.0,269.0,518.0
785,215.0,512.0,8.0,8.0,219.0,516.0
786,595.0,98.0,8.0,8.0,599.0,102.0
787,574.0,510.0,8.0,8.0,578.0,514.0
788,566.0,297.0,8.0,8.0,570.0,301.0
789,584.0,140.0,8.0,8.0,588.0,144.0
790,192.0,508.0,8.0,8.0,196.0,512.0
791,732.0,508.0,8.0,8.0,736.0,512.0
792,702.0,518.0,8.0,8.0,706.0,522.0
793,215.0,506.0,8.0,8.0,219.0,510.0
794,754.0,100.0,8.0,8.0,758.0,104.0
795,256.0,504.0,8.0,8.0,260.0,508.0
796,326.0,504.0,8.0,8.0,330.0,508.0
797,396.0,502.0,8.0,8.0,400.0,506.0
798,568.0,324.0,8.0,8.0,572.0,328.0
799,174.0,496.0,8.0,8.0,178.0,500.0
800,613.0,494.0,8.0,8.0,617.0,498.0
801,405.0,494.0,8.0,8.0,409.0,498.0
802,320.0,493.0,8.0,8.0,324.0,497.0
803,657.0,262.0,8.0,8.0,661.0,266.0
804,358.0,492.0,8.0,8.0,362.0,496.0
805,708.0,268.0,8.0,8.0,712.0,272.0
806,283.0,522.0,8.0,8.0,287.0,526.0
807,284.0,80.0,8.0,8.0,288.0,84.0
808,760.0,81.0,8.0,8.0,764.0,85.0
809,74.0,82.0,8.0,8.0,78.0,86.0
810,279.0,544.0,8.0,8.0,283.0,548.0
811,780.0,82.0,8.0,8.0,784.0,86.0
812,692.0,82.0,8.0,8.0,696.0,86.0
813,11.0,542.0,8.0,8.0,15.0,546.0
814,374.0,538.0,8.0,8.0,378.0,542.0
815,365.0,538.0,8.0,8.0,369.0,542.0
816,244.0,537.0,8.0,8.0,248.0,541.0
817,52.0,99.0,8.0,8.0,56.0,103.0
818,14.0,535.0,8.0,8.0,18.0,539.0
819,526.0,532.0,8.0,8.0,530.0,536.0
820,70.0,87.0,8.0,8.0,74.0,91.0
821,644.0,88.0,8.0,8.0,648.0,92.0
822,185.0,88.0,8.0,8.0,189.0,92.0
823,570.0,238.0,8.0,8.0,574.0,242.0
824,496.0,88.0,8.0,8.0,500.0,92.0
825,332.0,90.0,8.0,8.0,336.0,94.0
826,300.0,529.0,8.0,8.0,304.0,533.0
827,586.0,528.0,8.0,8.0,590.0,532.0
828,741.0,533.0,8.0,8.0,745.0,537.0
829,326.0,490.0,8.0,8.0,330.0,494.0
830,278.0,0.0,8.0,8.0,282.0,4.0
831,736.0,460.0,8.0,8.0,740.0,464.0
832,192.0,120.0,8.0,8.0,196.0,124.0
833,752.0,462.0,8.0,8.0,756.0,466.0
834,186.0,476.0,8.0,8.0,190.0,480.0
835,192.0,461.0,8.0,8.0,196.0,465.0
836,256.0,117.0,8.0,8.0,260.0,121.0
837,256.0,471.0,8.0,8.0,260.0,475.0
838,232.0,134.0,8.0,8.0,236.0,138.0
839,496.0,400.0,8.0,8.0,500.0,404.0
840,464.0,450.0,8.0,8.0,468.0,454.0
841,184.0,486.0,8.0,8.0,188.0,490.0
842,569.0,120.0,8.0,8.0,573.0,124.0
843,448.0,136.0,8.0,8.0,452.0,140.0
844,498.0,107.0,8.0,8.0,502.0,111.0
845,462.0,122.0,8.0,8.0,466.0,126.0
846,420.0,123.0,8.0,8.0,424.0,127.0
847,79.0,9.0,9.0,9.0,84.0,14.0
848,89.0,427.0,9.0,9.0,94.0,432.0
849,265.0,7.0,9.0,9.0,270.0,12.0
850,283.0,217.0,9.0,9.0,288.0,222.0
851,411.0,123.0,9.0,9.0,416.0,128.0
852,3.0,647.0,9.0,9.0,8.0,652.0
853,261.0,417.0,9.0,9.0,266.0,422.0
854,443.0,89.0,9.0,9.0,448.0,94.0
855,303.0,67.0,9.0,9.0,308.0,72.0
856,197.0,46.0,9.0,9.0,202.0,50.0
857,459.0,527.0,9.0,9.0,464.0,532.0
858,239.0,701.0,9.0,9.0,244.0,706.0
859,47.0,223.0,9.0,9.0,52.0,228.0
860,359.0,564.0,9.0,9.0,364.0,568.0
861,47.0,525.0,9.0,9.0,52.0,530.0
862,331.0,123.0,9.0,9.0,336.0,128.0
863,131.0,519.0,9.0,9.0,136.0,524.0
864,621.0,203.0,9.0,9.0,626.0,208.0
865,171.0,609.0,9.0,9.0,176.0,614.0
866,147.0,563.0,9.0,9.0,152.0,568.0
867,417.0,391.0,9.0,9.0,422.0,396.0
868,463.0,225.0,9.0,9.0,468.0,230.0
869,251.0,443.0,9.0,9.0,256.0,448.0
870,463.0,135.0,9.0,9.0,468.0,140.0
871,741.0,19.0,9.0,9.0,746.0,24.0
872,583.0,447.0,9.0,9.0,588.0,452.0
873,516.0,14.0,9.0,9.0,520.0,18.0
874,635.0,433.0,9.0,9.0,640.0,438.0
875,785.0,249.0,9.0,9.0,790.0,254.0
876,635.0,-0.0,8.0,8.0,640.0,4.0
877,257.0,537.0,9.0,9.0,262.0,542.0
878,25.0,783.0,9.0,9.0,30.0,788.0
879,477.0,277.0,9.0,9.0,482.0,282.0
880,387.0,247.0,9.0,9.0,392.0,252.0
881,37.0,429.0,9.0,9.0,42.0,434.0
882,435.0,243.0,9.0,9.0,440.0,248.0
883,207.0,243.0,9.0,9.0,212.0,248.0
884,17.0,15.0,9.0,9.0,22.0,20.0
885,307.0,241.0,9.0,9.0,312.0,246.0
886,777.0,721.0,9.0,9.0,782.0,726.0
887,621.0,555.0,9.0,9.0,626.0,560.0
888,125.0,283.0,9.0,9.0,130.0,288.0
889,352.0,120.0,9.0,9.0,356.0,124.0
890,447.0,533.0,9.0,9.0,452.0,538.0
891,677.0,629.0,9.0,9.0,682.0,634.0
892,277.0,229.0,9.0,9.0,282.0,234.0
893,737.0,759.0,9.0,9.0,742.0,764.0
894,251.0,3.0,9.0,9.0,256.0,8.0
895,283.0,553.0,9.0,9.0,288.0,558.0
896,75.0,569.0,9.0,9.0,80.0,574.0
897,375.0,461.0,9.0,9.0,380.0,466.0
898,83.0,329.0,9.0,9.0,88.0,334.0
899,757.0,673.0,9.0,9.0,762.0,678.0
900,546.0,218.0,9.0,9.0,550.0,222.0
901,105.0,357.0,9.0,9.0,110.0,362.0
902,73.0,327.0,9.0,9.0,78.0,332.0
903,227.0,595.0,9.0,9.0,232.0,600.0
904,531.0,781.0,9.0,9.0,536.0,786.0
905,483.0,395.0,9.0,9.0,488.0,400.0
906,611.0,363.0,9.0,9.0,616.0,368.0
907,779.0,669.0,9.0,9.0,784.0,674.0
908,703.0,365.0,9.0,9.0,708.0,370.0
909,385.0,113.0,9.0,9.0,390.0,118.0
910,465.0,353.0,9.0,9.0,470.0,358.0
