ID,X,Y,W,H,C_X,CY
400,632.0,250.0,7.0,7.0,636.0,254.0
401,230.0,762.0,7.0,7.0,234.0,766.0
402,634.0,494.0,7.0,7.0,638.0,498.0
403,170.0,106.0,7.0,7.0,174.0,110.0
404,226.0,564.0,7.0,7.0,230.0,568.0
405,428.0,384.0,7.0,7.0,432.0,388.0
406,672.0,330.0,7.0,7.0,676.0,334.0
407,546.0,300.0,7.0,7.0,550.0,304.0
408,484.0,38.0,7.0,7.0,488.0,42.0
409,360.0,328.0,7.0,7.0,364.0,332.0
410,430.0,508.0,7.0,7.0,434.0,512.0
411,694.0,670.0,7.0,7.0,698.0,674.0
412,278.0,478.0,7.0,7.0,282.0,482.0
413,347.0,653.0,7.0,7.0,350.0,656.0
414,760.0,42.0,7.0,7.0,764.0,46.0
415,770.0,672.0,7.0,7.0,774.0,676.0
416,78.0,634.0,7.0,7.0,82.0,638.0
417,70.0,674.0,7.0,7.0,74.0,678.0
418,730.0,396.0,7.0,7.0,734.0,400.0
419,702.0,54.0,7.0,7.0,706.0,58.0
420,15.0,324.0,7.0,7.0,18.0,328.0
421,599.0,679.0,7.0,7.0,602.0,682.0
422,176.0,628.0,7.0,7.0,180.0,632.0
423,517.0,457.0,7.0,7.0,520.0,460.0
424,6.0,62.0,7.0,7.0,10.0,66.0
425,554.0,62.0,7.0,7.0,558.0,66.0
426,752.0,408.0,7.0,7.0,756.0,412.0
427,720.0,410.0,7.0,7.0,724.0,414.0
428,75.0,344.0,7.0,7.0,78.0,348.0
429,12.0,628.0,7.0,7.0,16.0,632.0
430,574.0,288.0,7.0,7.0,578.0,292.0
431,194.0,224.0,7.0,7.0,198.0,228.0
432,726.0,380.0,7.0,7.0,730.0,384.0
433,158.0,298.0,7.0,7.0,162.0,302.0
434,594.0,216.0,7.0,7.0,598.0,220.0
435,510.0,348.0,7.0,7.0,514.0,352.0
436,225.0,698.0,7.0,7.0,228.0,702.0
437,-0.0,147.0,6.0,6.0,3.0,150.0
438,558.0,338.0,7.0,7.0,562.0,342.0
439,64.0,638.0,7.0,7.0,68.0,642.0
440,782.0,18.0,7.0,7.0,786.0,22.0
441,530.0,636.0,7.0,7.0,534.0,640.0
442,770.0,414.0,7.0,7.0,774.0,418.0
443,148.0,8.0,7.0,7.0,152.0,12.0
444,624.0,334.0,7.0,7.0,628.0,338.0
445,666.0,298.0,7.0,7.0,670.0,302.0
446,506.0,662.0,7.0,7.0,510.0,666.0
447,54.0,360.0,7.0,7.0,58.0,364.0
448,743.0,437.0,7.0,7.0,746.0,440.0
449,340.0,292.0,7.0,7.0,344.0,296.0
450,207.0,28.0,7.0,7.0,210.0,32.0
451,542.0,34.0,7.0,7.0,546.0,38.0
452,224.0,34.0,7.0,7.0,228.0,38.0
453,346.0,34.0,7.0,7.0,350.0,38.0
454,136.0,214.0,7.0,7.0,140.0,218.0
455,420.0,332.0,7.0,7.0,424.0,336.0
456,436.0,52.0,7.0,7.0,440.0,56.0
457,514.0,418.0,7.0,7.0,518.0,422.0
458,0.0,324.0,7.0,7.0,4.0,328.0
459,248.0,412.0,7.0,7.0,252.0,416.0
460,534.0,68.0,7.0,7.0,538.0,72.0
461,92.0,792.0,7.0,7.0,96.0,796.0
462,408.0,684.0,7.0,7.0,412.0,688.0
463,266.0,642.0,7.0,7.0,270.0,646.0
464,502.0,618.0,7.0,7.0,506.0,622.0
465,280.0,650.0,7.0,7.0,284.0,654.0
466,560.0,462.0,7.0,7.0,564.0,466.0
467,625.0,103.0,7.0,7.0,628.0,106.0
468,22.0,244.0,7.0,7.0,26.0,248.0
469,3.0,389.0,7.0,7.0,6.0,392.0
470,680.0,714.0,7.0,7.0,684.0,718.0
471,748.0,417.0,7.0,7.0,752.0,420.0
472,684.0,684.0,7.0,7.0,688.0,688.0
473,692.0,684.0,7.0,7.0,696.0,688.0
474,532.0,468.0,7.0,7.0,536.0,472.0
475,634.0,468.0,7.0,7.0,638.0,472.0
476,58.0,470.0,7.0,7.0,62.0,474.0
477,396.0,114.0,7.0,7.0,400.0,118.0
478,498.0,118.0,7.0,7.0,502.0,122.0
479,18.0,672.0,7.0,7.0,22.0,676.0
480,280.0,120.0,7.0,7.0,284.0,124.0
481,596.0,-0.0,6.0,6.0,600.0,3.0
482,630.0,692.0,7.0,7.0,634.0,696.0
483,520.0,122.0,7.0,7.0,524.0,126.0
484,532.0,694.0,7.0,7.0,536.0,698.0
485,32.0,512.0,7.0,7.0,36.0,516.0
486,326.0,68.0,7.0,7.0,330.0,72.0
487,398.0,684.0,7.0,7.0,402.0,688.0
488,62.0,98.0,7.0,7.0,66.0,102.0
489,416.0,280.0,7.0,7.0,420.0,284.0
490,408.0,420.0,7.0,7.0,412.0,424.0
491,552.0,422.0,7.0,7.0,556.0,426.0
492,710.0,70.0,7.0,7.0,714.0,74.0
493,405.0,80.0,7.0,7.0,408.0,84.0
494,624.0,80.0,7.0,7.0,628.0,84.0
495,534.0,432.0,7.0,7.0,538.0,436.0
496,557.0,431.0,7.0,7.0,560.0,434.0
497,270.0,82.0,7.0,7.0,274.0,86.0
498,134.0,448.0,7.0,7.0,138.0,452.0
499,688.0,436.0,7.0,7.0,692.0,440.0
500,342.0,624.0,7.0,7.0,346.0,628.0
501,650.0,440.0,7.0,7.0,654.0,444.0
502,176.0,446.0,7.0,7.0,180.0,450.0
503,378.0,206.0,7.0,7.0,382.0,210.0
504,678.0,92.0,7.0,7.0,682.0,96.0
505,548.0,735.0,7.0,7.0,552.0,738.0
506,508.0,650.0,7.0,7.0,512.0,654.0
507,22.0,88.0,7.0,7.0,26.0,92.0
508,604.0,10.0,7.0,7.0,608.0,14.0
509,284.0,88.0,7.0,7.0,288.0,92.0
510,68.0,651.0,8.0,8.0,72.0,655.0
511,86.0,191.0,8.0,8.0,90.0,195.0
512,670.0,724.0,8.0,8.0,674.0,728.0
513,212.0,649.0,8.0,8.0,216.0,653.0
514,720.0,727.0,8.0,8.0,724.0,731.0
515,489.0,192.0,8.0,8.0,493.0,196.0
516,224.0,190.0,8.0,8.0,228.0,194.0
517,262.0,217.0,8.0,8.0,266.0,221.0
518,128.0,698.0,8.0,8.0,132.0,702.0
519,140.0,656.0,8.0,8.0,144.0,660.0
520,164.0,698.0,8.0,8.0,168.0,702.0
521,323.0,698.0,8.0,8.0,327.0,702.0
522,239.0,206.0,8.0,8.0,243.0,210.0
523,396.0,698.0,8.0,8.0,400.0,702.0
524,538.0,699.0,8.0,8.0,542.0,703.0
525,517.0,682.0,8.0,8.0,521.0,686.0
526,712.0,702.0,8.0,8.0,716.0,706.0
527,577.0,200.0,8.0,8.0,581.0,204.0
528,543.0,207.0,8.0,8.0,547.0,211.0
529,414.0,681.0,8.0,8.0,418.0,685.0
530,606.0,678.0,8.0,8.0,610.0,682.0
531,492.0,705.0,8.0,8.0,496.0,709.0
532,535.0,676.0,8.0,8.0,539.0,680.0
533,600.0,673.0,8.0,8.0,604.0,677.0
534,178.0,199.0,8.0,8.0,182.0,203.0
535,498.0,196.0,8.0,8.0,502.0,200.0
536,518.0,217.0,8.0,8.0,522.0,221.0
537,604.0,714.0,8.0,8.0,608.0,718.0
538,408.0,716.0,8.0,8.0,412.0,720.0
539,166.0,716.0,8.0,8.0,170.0,720.0
540,467.0,214.0,8.0,8.0,471.0,218.0
541,706.0,213.0,8.0,8.0,710.0,217.0
542,549.0,653.0,8.0,8.0,553.0,657.0
543,488.0,213.0,8.0,8.0,492.0,217.0
544,413.0,667.0,8.0,8.0,417.0,671.0
545,76.0,212.0,8.0,8.0,80.0,216.0
546,220.0,709.0,8.0,8.0,224.0,713.0
547,574.0,709.0,8.0,8.0,578.0,713.0
548,409.0,708.0,8.0,8.0,413.0,712.0
549,482.0,669.0,8.0,8.0,486.0,673.0
550,234.0,711.0,8.0,8.0,238.0,715.0
551,364.0,672.0,8.0,8.0,368.0,676.0
552,708.0,309.0,8.0,8.0,712.0,313.0
553,314.0,735.0,8.0,8.0,318.0,739.0
554,72.0,50.0,8.0,8.0,76.0,54.0
555,486.0,49.0,8.0,8.0,490.0,53.0
556,632.0,50.0,8.0,8.0,636.0,54.0
557,569.0,58.0,8.0,8.0,573.0,62.0
558,471.0,58.0,8.0,8.0,475.0,62.0
559,87.0,60.0,8.0,8.0,91.0,64.0
560,462.0,60.0,8.0,8.0,466.0,64.0
561,57.0,71.0,8.0,8.0,61.0,75.0
562,510.0,82.0,8.0,8.0,514.0,86.0
563,444.0,82.0,8.0,8.0,448.0,86.0
564,416.0,83.0,8.0,8.0,420.0,87.0
565,630.0,43.0,8.0,8.0,634.0,47.0
566,278.0,86.0,8.0,8.0,282.0,90.0
567,330.0,90.0,8.0,8.0,334.0,94.0
568,302.0,93.0,8.0,8.0,306.0,97.0
569,400.0,97.0,8.0,8.0,404.0,101.0
570,125.0,100.0,8.0,8.0,129.0,104.0
571,316.0,102.0,8.0,8.0,320.0,106.0
572,466.0,102.0,8.0,8.0,470.0,106.0
573,331.0,20.0,8.0,8.0,335.0,24.0
574,726.0,793.0,8.0,8.0,730.0,797.0
575,176.0,113.0,8.0,8.0,180.0,117.0
576,210.0,744.0,8.0,8.0,214.0,748.0
577,217.0,628.0,8.0,8.0,221.0,632.0
578,158.0,91.0,8.0,8.0,162.0,95.0
579,26.0,552.0,8.0,8.0,30.0,556.0
580,128.0,42.0,8.0,8.0,132.0,46.0
581,447.0,38.0,8.0,8.0,451.0,42.0
582,787.0,438.0,8.0,8.0,791.0,442.0
583,116.0,2.0,8.0,8.0,120.0,6.0
584,15.0,2.0,8.0,8.0,19.0,6.0
585,468.0,2.0,8.0,8.0,472.0,6.0
586,78.0,4.0,8.0,8.0,82.0,8.0
587,365.0,558.0,8.0,8.0,369.0,562.0
588,153.0,580.0,8.0,8.0,157.0,584.0
589,681.0,9.0,8.0,8.0,685.0,13.0
590,617.0,14.0,8.0,8.0,621.0,18.0
591,711.0,14.0,8.0,8.0,715.0,18.0
592,42.0,103.0,8.0,8.0,46.0,107.0
593,33.0,40.0,8.0,8.0,37.0,44.0
594,694.0,15.0,8.0,8.0,698.0,19.0
595,779.0,416.0,8.0,8.0,783.0,420.0
596,322.0,20.0,8.0,8.0,326.0,24.0
597,592.0,24.0,8.0,8.0,596.0,28.0
598,37.0,24.0,8.0,8.0,41.0,28.0
599,452.0,26.0,8.0,8.0,456.0,30.0
600,228.0,28.0,8.0,8.0,232.0,32.0
601,386.0,35.0,8.0,8.0,390.0,39.0
602,486.0,34.0,8.0,8.0,490.0,38.0
603,519.0,34.0,8.0,8.0,523.0,38.0
604,496.0,36.0,8.0,8.0,500.0,40.0
605,279.0,37.0,8.0,8.0,283.0,41.0
606,384.0,18.0,8.0,8.0,388.0,22.0
607,180.0,734.0,8.0,8.0,184.0,738.0
608,172.0,126.0,8.0,8.0,176.0,130.0
609,772.0,133.0,8.0,8.0,776.0,137.0
610,460.0,176.0,8.0,8.0,464.0,180.0
611,582.0,774.0,8.0,8.0,586.0,778.0
612,746.0,772.0,8.0,8.0,750.0,776.0
613,66.0,772.0,8.0,8.0,70.0,776.0
614,478.0,178.0,8.0,8.0,482.0,182.0
615,464.0,768.0,8.0,8.0,468.0,772.0
616,757.0,766.0,8.0,8.0,761.0,770.0
617,534.0,178.0,8.0,8.0,538.0,182.0
618,85.0,760.0,8.0,8.0,89.0,764.0
619,662.0,757.0,8.0,8.0,666.0,761.0
620,104.0,755.0,8.0,8.0,108.0,759.0
621,141.0,778.0,8.0,8.0,145.0,782.0
622,255.0,753.0,8.0,8.0,259.0,757.0
623,741.0,750.0,8.0,8.0,745.0,754.0
624,679.0,749.0,8.0,8.0,683.0,753.0
625,525.0,748.0,8.0,8.0,529.0,752.0
626,243.0,748.0,8.0,8.0,247.0,752.0
627,121.0,746.0,8.0,8.0,125.0,750.0
628,429.0,180.0,8.0,8.0,433.0,184.0
629,59.0,182.0,8.0,8.0,63.0,186.0
630,174.0,741.0,8.0,8.0,178.0,745.0
631,138.0,187.0,8.0,8.0,142.0,191.0
632,173.0,734.0,8.0,8.0,177.0,738.0
633,586.0,735.0,8.0,8.0,590.0,739.0
634,628.0,752.0,8.0,8.0,632.0,756.0
635,574.0,424.0,8.0,8.0,578.0,428.0
636,276.0,778.0,8.0,8.0,280.0,782.0
637,766.0,782.0,8.0,8.0,770.0,786.0
638,753.0,134.0,8.0,8.0,757.0,138.0
639,422.0,137.0,8.0,8.0,426.0,141.0
640,22.0,324.0,8.0,8.0,26.0,328.0
641,534.0,142.0,8.0,8.0,538.0,146.0
642,447.0,252.0,8.0,8.0,451.0,256.0
643,328.0,648.0,8.0,8.0,332.0,652.0
644,-1.0,178.0,8.0,8.0,3.0,182.0
645,456.0,149.0,8.0,8.0,460.0,153.0
646,156.0,151.0,8.0,8.0,160.0,155.0
647,152.0,156.0,8.0,8.0,156.0,160.0
648,358.0,156.0,8.0,8.0,362.0,160.0
649,494.0,782.0,8.0,8.0,498.0,786.0
650,320.0,52.0,8.0,8.0,324.0,56.0
651,626.0,161.0,8.0,8.0,630.0,165.0
652,74.0,164.0,8.0,8.0,78.0,168.0
653,384.0,165.0,8.0,8.0,388.0,169.0
654,253.0,5.0,8.0,8.0,257.0,9.0
655,347.0,792.0,8.0,8.0,351.0,796.0
656,4.0,792.0,8.0,8.0,8.0,796.0
657,460.0,170.0,8.0,8.0,464.0,174.0
658,640.0,787.0,8.0,8.0,644.0,791.0
659,702.0,786.0,8.0,8.0,706.0,790.0
660,619.0,784.0,8.0,8.0,623.0,788.0
661,550.0,783.0,8.0,8.0,554.0,787.0
662,631.0,158.0,8.0,8.0,635.0,162.0
663,772.0,647.0,8.0,8.0,776.0,651.0
664,484.0,739.0,8.0,8.0,488.0,743.0
665,250.0,494.0,8.0,8.0,254.0,498.0
666,499.0,251.0,8.0,8.0,503.0,255.0
667,649.0,426.0,8.0,8.0,653.0,430.0
668,772.0,284.0,8.0,8.0,776.0,288.0
669,242.0,534.0,8.0,8.0,246.0,538.0
670,319.0,534.0,8.0,8.0,323.0,538.0
671,495.0,274.0,8.0,8.0,499.0,278.0
672,685.0,600.0,8.0,8.0,689.0,604.0
673,458.0,536.0,8.0,8.0,462.0,540.0
674,106.0,229.0,8.0,8.0,110.0,233.0
675,542.0,347.0,8.0,8.0,546.0,351.0
676,518.0,598.0,8.0,8.0,522.0,602.0
677,95.0,282.0,8.0,8.0,99.0,286.0
678,642.0,235.0,8.0,8.0,646.0,239.0
679,476.0,348.0,8.0,8.0,480.0,352.0
680,110.0,431.0,8.0,8.0,114.0,435.0
681,108.0,468.0,8.0,8.0,112.0,472.0
682,360.0,530.0,8.0,8.0,364.0,534.0
683,546.0,420.0,8.0,8.0,550.0,424.0
684,392.0,607.0,8.0,8.0,396.0,611.0
685,402.0,401.0,8.0,8.0,406.0,405.0
686,446.0,615.0,8.0,8.0,450.0,619.0
687,224.0,524.0,8.0,8.0,228.0,528.0
688,197.0,526.0,8.0,8.0,201.0,530.0
689,424.0,406.0,8.0,8.0,428.0,410.0
690,528.0,408.0,8.0,8.0,532.0,412.0
691,723.0,452.0,8.0,8.0,727.0,456.0
692,314.0,593.0,8.0,8.0,318.0,597.0
693,334.0,613.0,8.0,8.0,338.0,617.0
694,646.0,528.0,8.0,8.0,650.0,532.0
695,657.0,528.0,8.0,8.0,661.0,532.0
696,316.0,470.0,8.0,8.0,320.0,474.0
697,336.0,324.0,8.0,8.0,340.0,328.0
698,459.0,296.0,8.0,8.0,463.0,300.0
699,84.0,286.0,8.0,8.0,88.0,290.0
700,486.0,272.0,8.0,8.0,490.0,276.0
701,490.0,432.0,8.0,8.0,494.0,436.0
702,553.0,468.0,8.0,8.0,557.0,472.0
703,-1.0,434.0,8.0,8.0,3.0,438.0
704,759.0,267.0,8.0,8.0,763.0,271.0
705,700.0,442.0,8.0,8.0,704.0,446.0
706,699.0,554.0,8.0,8.0,703.0,558.0
707,550.0,444.0,8.0,8.0,554.0,448.0
708,22.0,564.0,8.0,8.0,26.0,568.0
709,734.0,562.0,8.0,8.0,738.0,566.0
710,525.0,444.0,8.0,8.0,529.0,448.0
711,598.0,457.0,8.0,8.0,602.0,461.0
712,784.0,244.0,8.0,8.0,788.0,248.0
713,622.0,444.0,8.0,8.0,626.0,448.0
714,243.0,560.0,8.0,8.0,247.0,564.0
715,541.0,313.0,8.0,8.0,545.0,317.0
716,499.0,312.0,8.0,8.0,503.0,316.0
717,212.0,448.0,8.0,8.0,216.0,452.0
718,508.0,447.0,8.0,8.0,512.0,451.0
719,670.0,276.0,8.0,8.0,674.0,280.0
720,2.0,560.0,8.0,8.0,6.0,564.0
721,58.0,401.0,8.0,8.0,62.0,405.0
722,150.0,568.0,8.0,8.0,154.0,572.0
723,303.0,240.0,8.0,8.0,307.0,244.0
724,461.0,468.0,8.0,8.0,465.0,472.0
725,53.0,348.0,8.0,8.0,57.0,352.0
726,0.0,536.0,8.0,8.0,4.0,540.0
727,792.0,583.0,8.0,8.0,796.0,587.0
728,359.0,319.0,8.0,8.0,363.0,323.0
729,474.0,576.0,8.0,8.0,478.0,580.0
730,31.0,542.0,8.0,8.0,35.0,546.0
731,422.0,438.0,8.0,8.0,426.0,442.0
732,171.0,572.0,8.0,8.0,175.0,576.0
733,277.0,569.0,8.0,8.0,281.0,573.0
734,588.0,466.0,8.0,8.0,592.0,470.0
735,553.0,544.0,8.0,8.0,557.0,548.0
736,232.0,569.0,8.0,8.0,236.0,573.0
737,187.0,438.0,8.0,8.0,191.0,442.0
738,340.0,464.0,8.0,8.0,344.0,468.0
739,116.0,346.0,8.0,8.0,120.0,350.0
740,628.0,436.0,8.0,8.0,632.0,440.0
741,700.0,520.0,8.0,8.0,704.0,524.0
742,453.0,556.0,8.0,8.0,457.0,560.0
743,710.0,520.0,8.0,8.0,714.0,524.0
744,450.0,495.0,8.0,8.0,454.0,499.0
745,710.0,391.0,8.0,8.0,714.0,395.0
746,38.0,498.0,8.0,8.0,42.0,502.0
747,220.0,484.0,8.0,8.0,224.0,488.0
748,500.0,374.0,8.0,8.0,504.0,378.0
749,234.0,484.0,8.0,8.0,238.0,488.0
750,774.0,628.0,8.0,8.0,778.0,632.0
751,326.0,628.0,8.0,8.0,330.0,632.0
752,576.0,224.0,8.0,8.0,580.0,228.0
753,695.0,387.0,8.0,8.0,699.0,391.0
754,496.0,513.0,8.0,8.0,500.0,517.0
755,763.0,384.0,8.0,8.0,767.0,388.0
756,483.0,356.0,8.0,8.0,487.0,360.0
757,783.0,268.0,8.0,8.0,787.0,272.0
758,351.0,638.0,8.0,8.0,355.0,642.0
759,753.0,486.0,8.0,8.0,757.0,490.0
760,549.0,486.0,8.0,8.0,553.0,490.0
761,362.0,633.0,8.0,8.0,366.0,637.0
762,461.0,360.0,8.0,8.0,465.0,364.0
763,619.0,373.0,8.0,8.0,623.0,377.0
764,281.0,507.0,8.0,8.0,285.0,511.0
765,8.0,488.0,8.0,8.0,12.0,492.0
766,578.0,499.0,8.0,8.0,582.0,503.0
767,650.0,488.0,8.0,8.0,654.0,492.0
768,87.0,490.0,8.0,8.0,91.0,494.0
769,437.0,635.0,8.0,8.0,441.0,639.0
770,278.0,499.0,8.0,8.0,282.0,503.0
771,743.0,502.0,8.0,8.0,747.0,506.0
772,680.0,399.0,8.0,8.0,684.0,403.0
773,24.0,290.0,8.0,8.0,28.0,294.0
774,329.0,492.0,8.0,8.0,333.0,496.0
775,511.0,644.0,8.0,8.0,515.0,648.0
776,341.0,302.0,8.0,8.0,345.0,306.0
777,712.0,615.0,8.0,8.0,716.0,619.0
778,767.0,266.0,8.0,8.0,771.0,270.0
779,792.0,359.0,8.0,8.0,796.0,363.0
780,692.0,362.0,8.0,8.0,696.0,366.0
781,234.0,519.0,8.0,8.0,238.0,523.0
782,248.0,518.0,8.0,8.0,252.0,522.0
783,624.0,621.0,8.0,8.0,628.0,625.0
784,709.0,620.0,8.0,8.0,713.0,624.0
785,541.0,644.0,8.0,8.0,545.0,648.0
786,476.0,336.0,8.0,8.0,480.0,340.0
787,185.0,477.0,8.0,8.0,189.0,481.0
788,516.0,364.0,8.0,8.0,520.0,368.0
789,217.0,622.0,8.0,8.0,221.0,626.0
790,724.0,499.0,8.0,8.0,728.0,503.0
791,736.0,364.0,8.0,8.0,740.0,368.0
792,527.0,394.0,8.0,8.0,531.0,398.0
793,292.0,516.0,8.0,8.0,296.0,520.0
794,734.0,626.0,8.0,8.0,738.0,630.0
795,44.0,626.0,8.0,8.0,48.0,630.0
796,276.0,515.0,8.0,8.0,280.0,519.0
797,208.0,495.0,8.0,8.0,212.0,499.0
798,617.0,366.0,8.0,8.0,621.0,370.0
799,658.0,516.0,8.0,8.0,662.0,520.0
800,331.0,302.0,8.0,8.0,335.0,306.0
801,233.0,1.0,9.0,9.0,238.0,6.0
802,457.0,497.0,9.0,9.0,462.0,502.0
803,699.0,9.0,9.0,9.0,704.0,14.0
804,439.0,317.0,9.0,9.0,444.0,322.0
805,279.0,743.0,9.0,9.0,284.0,748.0
806,420.0,144.0,9.0,9.0,424.0,148.0
807,227.0,285.0,9.0,9.0,232.0,290.0
808,73.0,551.0,9.0,9.0,78.0,556.0
809,29.0,145.0,9.0,9.0,34.0,150.0
810,779.0,755.0,9.0,9.0,784.0,760.0
811,153.0,553.0,9.0,9.0,158.0,558.0
812,25.0,511.0,9.0,9.0,30.0,516.0
813,374.0,225.0,9.0,9.0,378.0,230.0
814,711.0,123.0,9.0,9.0,716.0,128.0
815,393.0,521.0,9.0,9.0,398.0,526.0
816,277.0,125.0,9.0,9.0,282.0,130.0
817,629.0,123.0,9.0,9.0,634.0,128.0
818,623.0,523.0,9.0,9.0,628.0,528.0
819,443.0,475.0,9.0,9.0,448.0,480.0
820,179.0,517.0,9.0,9.0,184.0,522.0
821,567.0,469.0,9.0,9.0,572.0,474.0
822,321.0,527.0,9.0,9.0,326.0,532.0
823,437.0,21.0,9.0,9.0,442.0,26.0
824,703.0,337.0,9.0,9.0,708.0,342.0
825,755.0,301.0,9.0,9.0,760.0,306.0
826,81.0,469.0,9.0,9.0,86.0,474.0
827,145.0,469.0,9.0,9.0,150.0,474.0
828,687.0,273.0,9.0,9.0,692.0,278.0
829,121.0,5.0,9.0,9.0,126.0,10.0
830,671.0,113.0,9.0,9.0,676.0,118.0
831,670.0,513.0,9.0,9.0,674.0,518.0
832,36.0,32.0,9.0,9.0,40.0,36.0
833,659.0,113.0,9.0,9.0,664.0,118.0
834,205.0,157.0,9.0,9.0,210.0,162.0
835,775.0,301.0,9.0,9.0,780.0,306.0
836,327.0,319.0,9.0,9.0,332.0,324.0
837,641.0,318.0,9.0,9.0,646.0,322.0
838,661.0,261.0,9.0,9.0,666.0,266.0
839,328.0,23.0,9.0,9.0,332.0,28.0
840,763.0,317.0,9.0,9.0,768.0,322.0
841,573.0,501.0,9.0,9.0,578.0,506.0
842,677.0,511.0,9.0,9.0,682.0,516.0
843,407.0,311.0,9.0,9.0,412.0,316.0
844,707.0,473.0,9.0,9.0,712.0,478.0
845,674.0,167.0,9.0,9.0,678.0,172.0
846,145.0,97.0,9.0,9.0,150.0,102.0
847,279.0,663.0,9.0,9.0,284.0,668.0
