ID,X,Y,W,H,C_X,CY
518,226.0,686.0,7.0,7.0,230.0,690.0
519,566.0,70.0,7.0,7.0,570.0,74.0
520,19.0,620.0,7.0,7.0,22.0,624.0
521,456.0,658.0,7.0,7.0,460.0,662.0
522,288.0,638.0,7.0,7.0,292.0,642.0
523,770.0,686.0,7.0,7.0,774.0,690.0
524,546.0,638.0,7.0,7.0,550.0,642.0
525,50.0,688.0,7.0,7.0,54.0,692.0
526,92.0,62.0,7.0,7.0,96.0,66.0
527,52.0,714.0,7.0,7.0,56.0,718.0
528,466.0,546.0,7.0,7.0,470.0,550.0
529,70.0,734.0,7.0,7.0,74.0,738.0
530,762.0,638.0,7.0,7.0,766.0,642.0
531,492.0,656.0,7.0,7.0,496.0,660.0
532,614.0,602.0,7.0,7.0,618.0,606.0
533,636.0,654.0,7.0,7.0,640.0,658.0
534,434.0,582.0,7.0,7.0,438.0,586.0
535,686.0,604.0,7.0,7.0,690.0,608.0
536,526.0,604.0,7.0,7.0,530.0,608.0
537,136.0,690.0,7.0,7.0,140.0,694.0
538,258.0,76.0,7.0,7.0,262.0,80.0
539,152.0,626.0,7.0,7.0,156.0,630.0
540,68.0,428.0,7.0,7.0,72.0,432.0
541,638.0,106.0,7.0,7.0,642.0,110.0
542,706.0,274.0,7.0,7.0,710.0,278.0
543,202.0,280.0,7.0,7.0,206.0,284.0
544,477.0,281.0,7.0,7.0,480.0,284.0
545,374.0,498.0,7.0,7.0,378.0,502.0
546,526.0,494.0,7.0,7.0,530.0,498.0
547,372.0,492.0,7.0,7.0,376.0,496.0
548,642.0,282.0,7.0,7.0,646.0,286.0
549,786.0,281.0,7.0,7.0,790.0,284.0
550,786.0,288.0,7.0,7.0,790.0,292.0
551,320.0,274.0,7.0,7.0,324.0,278.0
552,288.0,288.0,7.0,7.0,292.0,292.0
553,398.0,486.0,7.0,7.0,402.0,490.0
554,686.0,296.0,7.0,7.0,690.0,300.0
555,412.0,484.0,7.0,7.0,416.0,488.0
556,288.0,484.0,7.0,7.0,292.0,488.0
557,612.0,302.0,7.0,7.0,616.0,306.0
558,770.0,302.0,7.0,7.0,774.0,306.0
559,382.0,482.0,7.0,7.0,386.0,486.0
560,244.0,480.0,7.0,7.0,248.0,484.0
561,126.0,478.0,7.0,7.0,130.0,482.0
562,442.0,290.0,7.0,7.0,446.0,294.0
563,78.0,308.0,7.0,7.0,82.0,312.0
564,200.0,500.0,7.0,7.0,204.0,504.0
565,444.0,268.0,7.0,7.0,448.0,272.0
566,462.0,238.0,7.0,7.0,466.0,242.0
567,340.0,240.0,7.0,7.0,344.0,244.0
568,593.0,515.0,7.0,7.0,596.0,518.0
569,480.0,514.0,7.0,7.0,484.0,518.0
570,458.0,514.0,7.0,7.0,462.0,518.0
571,504.0,512.0,7.0,7.0,508.0,516.0
572,714.0,250.0,7.0,7.0,718.0,254.0
573,756.0,510.0,7.0,7.0,760.0,514.0
574,578.0,254.0,7.0,7.0,582.0,258.0
575,148.0,500.0,7.0,7.0,152.0,504.0
576,738.0,508.0,7.0,7.0,742.0,512.0
577,392.0,262.0,7.0,7.0,396.0,266.0
578,360.0,506.0,7.0,7.0,364.0,510.0
579,354.0,258.0,7.0,7.0,358.0,262.0
580,671.0,506.0,7.0,7.0,674.0,510.0
581,320.0,574.0,7.0,7.0,324.0,578.0
582,758.0,504.0,7.0,7.0,762.0,508.0
583,378.0,262.0,7.0,7.0,382.0,266.0
584,32.0,502.0,7.0,7.0,36.0,506.0
585,394.0,256.0,7.0,7.0,398.0,260.0
586,580.0,518.0,7.0,7.0,584.0,522.0
587,502.0,308.0,7.0,7.0,506.0,312.0
588,244.0,474.0,7.0,7.0,248.0,478.0
589,504.0,362.0,7.0,7.0,508.0,366.0
590,448.0,659.0,7.0,7.0,452.0,662.0
591,619.0,376.0,7.0,7.0,622.0,380.0
592,684.0,378.0,7.0,7.0,688.0,382.0
593,288.0,370.0,7.0,7.0,292.0,374.0
594,500.0,370.0,7.0,7.0,504.0,374.0
595,392.0,374.0,7.0,7.0,396.0,378.0
596,718.0,374.0,7.0,7.0,722.0,378.0
597,120.0,390.0,7.0,7.0,124.0,394.0
598,200.0,358.0,7.0,7.0,204.0,362.0
599,556.0,440.0,7.0,7.0,560.0,444.0
600,146.0,396.0,7.0,7.0,150.0,400.0
601,46.0,398.0,7.0,7.0,50.0,402.0
602,786.0,400.0,7.0,7.0,790.0,404.0
603,270.0,400.0,7.0,7.0,274.0,404.0
604,642.0,404.0,7.0,7.0,646.0,408.0
605,404.0,410.0,7.0,7.0,408.0,414.0
606,526.0,420.0,7.0,7.0,530.0,424.0
607,426.0,424.0,7.0,7.0,430.0,428.0
608,140.0,396.0,7.0,7.0,144.0,400.0
609,546.0,308.0,7.0,7.0,550.0,312.0
610,488.0,358.0,7.0,7.0,492.0,362.0
611,1.0,621.0,7.0,7.0,4.0,624.0
612,790.0,322.0,7.0,7.0,794.0,326.0
613,510.0,326.0,7.0,7.0,514.0,330.0
614,278.0,468.0,7.0,7.0,282.0,472.0
615,-1.0,760.0,6.0,6.0,2.0,764.0
616,568.0,328.0,7.0,7.0,572.0,332.0
617,656.0,328.0,7.0,7.0,660.0,332.0
618,742.0,464.0,7.0,7.0,746.0,468.0
619,126.0,329.0,7.0,7.0,130.0,332.0
620,726.0,332.0,7.0,7.0,730.0,336.0
621,748.0,338.0,7.0,7.0,752.0,342.0
622,72.0,346.0,7.0,7.0,76.0,350.0
623,478.0,348.0,7.0,7.0,482.0,352.0
624,406.0,456.0,7.0,7.0,410.0,460.0
625,82.0,456.0,7.0,7.0,86.0,460.0
626,195.0,513.0,7.0,7.0,198.0,516.0
627,526.0,452.0,7.0,7.0,530.0,456.0
628,408.0,354.0,7.0,7.0,412.0,358.0
629,18.0,338.0,7.0,7.0,22.0,342.0
630,310.0,236.0,7.0,7.0,314.0,240.0
631,430.0,260.0,7.0,7.0,434.0,264.0
632,562.0,148.0,7.0,7.0,566.0,152.0
633,568.0,534.0,7.0,7.0,572.0,538.0
634,432.0,190.0,7.0,7.0,436.0,194.0
635,758.0,128.0,7.0,7.0,762.0,132.0
636,208.0,790.0,7.0,7.0,212.0,794.0
637,220.0,188.0,7.0,7.0,224.0,192.0
638,2.0,188.0,7.0,7.0,6.0,192.0
639,645.0,675.0,7.0,7.0,648.0,678.0
640,448.0,132.0,7.0,7.0,452.0,136.0
641,600.0,184.0,7.0,7.0,604.0,188.0
642,170.0,560.0,7.0,7.0,174.0,564.0
643,500.0,184.0,7.0,7.0,504.0,188.0
644,565.0,141.0,7.0,7.0,568.0,144.0
645,372.0,180.0,7.0,7.0,376.0,184.0
646,120.0,136.0,7.0,7.0,124.0,140.0
647,540.0,534.0,7.0,7.0,544.0,538.0
648,506.0,786.0,7.0,7.0,510.0,790.0
649,482.0,138.0,7.0,7.0,486.0,142.0
650,22.0,176.0,7.0,7.0,26.0,180.0
651,554.0,229.0,7.0,7.0,558.0,232.0
652,720.0,544.0,7.0,7.0,724.0,548.0
653,22.0,168.0,7.0,7.0,26.0,172.0
654,382.0,546.0,7.0,7.0,386.0,550.0
655,238.0,164.0,7.0,7.0,242.0,168.0
656,597.0,479.0,7.0,7.0,600.0,482.0
657,608.0,548.0,7.0,7.0,612.0,552.0
658,788.0,776.0,7.0,7.0,792.0,780.0
659,748.0,548.0,7.0,7.0,752.0,552.0
660,502.0,552.0,7.0,7.0,506.0,556.0
661,462.0,152.0,7.0,7.0,466.0,156.0
662,0.0,150.0,7.0,7.0,4.0,154.0
663,390.0,786.0,7.0,7.0,394.0,790.0
664,72.0,770.0,7.0,7.0,76.0,774.0
665,610.0,776.0,7.0,7.0,614.0,780.0
666,726.0,196.0,7.0,7.0,730.0,200.0
667,362.0,520.0,7.0,7.0,366.0,524.0
668,558.0,106.0,7.0,7.0,562.0,110.0
669,792.0,572.0,7.0,7.0,796.0,576.0
670,290.0,228.0,7.0,7.0,294.0,232.0
671,544.0,110.0,7.0,7.0,548.0,114.0
672,268.0,570.0,7.0,7.0,272.0,574.0
673,622.0,226.0,7.0,7.0,626.0,230.0
674,342.0,762.0,7.0,7.0,346.0,766.0
675,636.0,762.0,7.0,7.0,640.0,766.0
676,214.0,222.0,7.0,7.0,218.0,226.0
677,254.0,216.0,7.0,7.0,258.0,220.0
678,722.0,192.0,7.0,7.0,726.0,196.0
679,236.0,526.0,7.0,7.0,240.0,530.0
680,450.0,564.0,7.0,7.0,454.0,568.0
681,412.0,214.0,7.0,7.0,416.0,218.0
682,456.0,534.0,7.0,7.0,460.0,538.0
683,512.0,530.0,7.0,7.0,516.0,534.0
684,668.0,198.0,7.0,7.0,672.0,202.0
685,-0.0,792.0,6.0,6.0,3.0,796.0
686,329.0,680.0,8.0,8.0,333.0,684.0
687,6.0,689.0,8.0,8.0,10.0,693.0
688,206.0,442.0,8.0,8.0,210.0,446.0
689,558.0,774.0,8.0,8.0,562.0,778.0
690,275.0,768.0,8.0,8.0,279.0,772.0
691,472.0,674.0,8.0,8.0,476.0,678.0
692,184.0,764.0,8.0,8.0,188.0,768.0
693,407.0,676.0,8.0,8.0,411.0,680.0
694,355.0,681.0,8.0,8.0,359.0,685.0
695,739.0,627.0,8.0,8.0,743.0,631.0
696,559.0,693.0,8.0,8.0,563.0,697.0
697,329.0,768.0,8.0,8.0,333.0,772.0
698,173.0,164.0,8.0,8.0,177.0,168.0
699,555.0,689.0,8.0,8.0,559.0,693.0
700,784.0,752.0,8.0,8.0,788.0,756.0
701,520.0,685.0,8.0,8.0,524.0,689.0
702,79.0,750.0,8.0,8.0,83.0,754.0
703,744.0,750.0,8.0,8.0,748.0,754.0
704,462.0,766.0,8.0,8.0,466.0,770.0
705,186.0,770.0,8.0,8.0,190.0,774.0
706,466.0,678.0,8.0,8.0,470.0,682.0
707,627.0,754.0,8.0,8.0,631.0,758.0
708,632.0,748.0,8.0,8.0,636.0,752.0
709,24.0,767.0,8.0,8.0,28.0,771.0
710,789.0,764.0,8.0,8.0,793.0,768.0
711,133.0,129.0,8.0,8.0,137.0,133.0
712,580.0,693.0,8.0,8.0,584.0,697.0
713,463.0,749.0,8.0,8.0,467.0,753.0
714,529.0,772.0,8.0,8.0,533.0,776.0
715,727.0,747.0,8.0,8.0,731.0,751.0
716,779.0,747.0,8.0,8.0,783.0,751.0
717,262.0,776.0,8.0,8.0,266.0,780.0
718,778.0,218.0,8.0,8.0,782.0,222.0
719,345.0,718.0,8.0,8.0,349.0,722.0
720,479.0,780.0,8.0,8.0,483.0,784.0
721,205.0,484.0,8.0,8.0,209.0,488.0
722,212.0,476.0,8.0,8.0,216.0,480.0
723,65.0,706.0,8.0,8.0,69.0,710.0
724,172.0,730.0,8.0,8.0,176.0,734.0
725,712.0,377.0,8.0,8.0,716.0,381.0
726,698.0,728.0,8.0,8.0,702.0,732.0
727,65.0,712.0,8.0,8.0,69.0,716.0
728,450.0,792.0,8.0,8.0,454.0,796.0
729,196.0,710.0,8.0,8.0,200.0,714.0
730,18.0,793.0,8.0,8.0,22.0,797.0
731,622.0,792.0,8.0,8.0,626.0,796.0
732,740.0,712.0,8.0,8.0,744.0,716.0
733,146.0,725.0,8.0,8.0,150.0,729.0
734,312.0,12.0,8.0,8.0,316.0,16.0
735,400.0,22.0,8.0,8.0,404.0,26.0
736,82.0,724.0,8.0,8.0,86.0,728.0
737,756.0,226.0,8.0,8.0,760.0,230.0
738,562.0,721.0,8.0,8.0,566.0,725.0
739,370.0,74.0,8.0,8.0,374.0,78.0
740,588.0,88.0,8.0,8.0,592.0,92.0
741,642.0,715.0,8.0,8.0,646.0,719.0
742,655.0,715.0,8.0,8.0,659.0,719.0
743,730.0,200.0,8.0,8.0,734.0,204.0
744,38.0,791.0,8.0,8.0,42.0,795.0
745,510.0,791.0,8.0,8.0,514.0,795.0
746,649.0,788.0,8.0,8.0,653.0,792.0
747,794.0,523.0,8.0,8.0,798.0,527.0
748,432.0,782.0,8.0,8.0,436.0,786.0
749,538.0,694.0,8.0,8.0,542.0,698.0
750,488.0,783.0,8.0,8.0,492.0,787.0
751,629.0,631.0,8.0,8.0,633.0,635.0
752,701.0,618.0,8.0,8.0,705.0,622.0
753,286.0,696.0,8.0,8.0,290.0,700.0
754,443.0,696.0,8.0,8.0,447.0,700.0
755,532.0,696.0,8.0,8.0,536.0,700.0
756,98.0,609.0,8.0,8.0,102.0,613.0
757,223.0,740.0,8.0,8.0,227.0,744.0
758,151.0,744.0,8.0,8.0,155.0,748.0
759,556.0,592.0,8.0,8.0,560.0,596.0
760,793.0,590.0,8.0,8.0,797.0,594.0
761,606.0,564.0,8.0,8.0,610.0,568.0
762,547.0,556.0,8.0,8.0,551.0,560.0
763,693.0,736.0,8.0,8.0,697.0,740.0
764,286.0,702.0,8.0,8.0,290.0,706.0
765,596.0,700.0,8.0,8.0,600.0,704.0
766,244.0,788.0,8.0,8.0,248.0,792.0
767,688.0,542.0,8.0,8.0,692.0,546.0
768,202.0,701.0,8.0,8.0,206.0,705.0
769,186.0,736.0,8.0,8.0,190.0,740.0
770,272.0,704.0,8.0,8.0,276.0,708.0
771,306.0,786.0,8.0,8.0,310.0,790.0
772,794.0,696.0,8.0,8.0,798.0,700.0
773,153.0,0.0,8.0,8.0,157.0,4.0
774,208.0,335.0,8.0,8.0,212.0,339.0
775,722.0,336.0,8.0,8.0,726.0,340.0
776,574.0,541.0,8.0,8.0,578.0,545.0
777,778.0,542.0,8.0,8.0,782.0,546.0
778,772.0,334.0,8.0,8.0,776.0,338.0
779,196.0,548.0,8.0,8.0,200.0,552.0
780,229.0,332.0,8.0,8.0,233.0,336.0
781,396.0,330.0,8.0,8.0,400.0,334.0
782,3.0,330.0,8.0,8.0,7.0,334.0
783,348.0,337.0,8.0,8.0,352.0,341.0
784,302.0,551.0,8.0,8.0,306.0,555.0
785,58.0,322.0,8.0,8.0,62.0,326.0
786,206.0,552.0,8.0,8.0,210.0,556.0
787,685.0,317.0,8.0,8.0,689.0,321.0
788,467.0,316.0,8.0,8.0,471.0,320.0
789,41.0,315.0,8.0,8.0,45.0,319.0
790,369.0,312.0,8.0,8.0,373.0,316.0
791,136.0,312.0,8.0,8.0,140.0,316.0
792,225.0,308.0,8.0,8.0,229.0,312.0
793,677.0,324.0,8.0,8.0,681.0,328.0
794,250.0,542.0,8.0,8.0,254.0,546.0
795,414.0,542.0,8.0,8.0,418.0,546.0
796,452.0,539.0,8.0,8.0,456.0,543.0
797,266.0,526.0,8.0,8.0,270.0,530.0
798,556.0,527.0,8.0,8.0,560.0,531.0
799,712.0,356.0,8.0,8.0,716.0,360.0
800,754.0,352.0,8.0,8.0,758.0,356.0
801,73.0,532.0,8.0,8.0,77.0,536.0
802,0.0,350.0,8.0,8.0,4.0,354.0
803,274.0,350.0,8.0,8.0,278.0,354.0
804,26.0,536.0,8.0,8.0,30.0,540.0
805,119.0,346.0,8.0,8.0,123.0,350.0
806,282.0,536.0,8.0,8.0,286.0,540.0
807,507.0,345.0,8.0,8.0,511.0,349.0
808,792.0,537.0,8.0,8.0,796.0,541.0
809,671.0,344.0,8.0,8.0,675.0,348.0
810,192.0,343.0,8.0,8.0,196.0,347.0
811,532.0,343.0,8.0,8.0,536.0,347.0
812,782.0,341.0,8.0,8.0,786.0,345.0
813,254.0,342.0,8.0,8.0,258.0,346.0
814,158.0,342.0,8.0,8.0,162.0,346.0
815,441.0,341.0,8.0,8.0,445.0,345.0
816,401.0,304.0,8.0,8.0,405.0,308.0
817,103.0,558.0,8.0,8.0,107.0,562.0
818,289.0,305.0,8.0,8.0,293.0,309.0
819,94.0,305.0,8.0,8.0,98.0,309.0
820,280.0,264.0,8.0,8.0,284.0,268.0
821,114.0,573.0,8.0,8.0,118.0,577.0
822,707.0,263.0,8.0,8.0,711.0,267.0
823,387.0,574.0,8.0,8.0,391.0,578.0
824,146.0,263.0,8.0,8.0,150.0,267.0
825,365.0,260.0,8.0,8.0,369.0,264.0
826,616.0,575.0,8.0,8.0,620.0,579.0
827,42.0,579.0,8.0,8.0,46.0,583.0
828,618.0,254.0,8.0,8.0,622.0,258.0
829,593.0,447.0,8.0,8.0,597.0,451.0
830,480.0,246.0,8.0,8.0,484.0,250.0
831,8.0,237.0,8.0,8.0,12.0,241.0
832,94.0,234.0,8.0,8.0,98.0,238.0
833,208.0,230.0,8.0,8.0,212.0,234.0
834,403.0,582.0,8.0,8.0,407.0,586.0
835,737.0,581.0,8.0,8.0,741.0,585.0
836,48.0,583.0,8.0,8.0,52.0,587.0
837,457.0,228.0,8.0,8.0,461.0,232.0
838,616.0,266.0,8.0,8.0,620.0,270.0
839,204.0,524.0,8.0,8.0,208.0,528.0
840,728.0,265.0,8.0,8.0,732.0,269.0
841,590.0,267.0,8.0,8.0,594.0,271.0
842,714.0,304.0,8.0,8.0,718.0,308.0
843,658.0,559.0,8.0,8.0,662.0,563.0
844,540.0,559.0,8.0,8.0,544.0,563.0
845,392.0,300.0,8.0,8.0,396.0,304.0
846,164.0,298.0,8.0,8.0,168.0,302.0
847,157.0,562.0,8.0,8.0,161.0,566.0
848,420.0,294.0,8.0,8.0,424.0,298.0
849,240.0,290.0,8.0,8.0,244.0,294.0
850,235.0,562.0,8.0,8.0,239.0,566.0
851,133.0,289.0,8.0,8.0,137.0,293.0
852,455.0,287.0,8.0,8.0,459.0,291.0
853,489.0,564.0,8.0,8.0,493.0,568.0
854,380.0,287.0,8.0,8.0,384.0,291.0
855,617.0,286.0,8.0,8.0,621.0,290.0
856,610.0,286.0,8.0,8.0,614.0,290.0
857,672.0,283.0,8.0,8.0,676.0,287.0
858,578.0,281.0,8.0,8.0,582.0,285.0
859,458.0,280.0,8.0,8.0,462.0,284.0
860,515.0,569.0,8.0,8.0,519.0,573.0
861,316.0,268.0,8.0,8.0,320.0,272.0
862,396.0,221.0,8.0,8.0,400.0,225.0
863,287.0,524.0,8.0,8.0,291.0,528.0
864,666.0,362.0,8.0,8.0,670.0,366.0
865,694.0,474.0,8.0,8.0,698.0,478.0
866,564.0,429.0,8.0,8.0,568.0,433.0
867,706.0,429.0,8.0,8.0,710.0,433.0
868,530.0,428.0,8.0,8.0,534.0,432.0
869,143.0,429.0,8.0,8.0,147.0,433.0
870,79.0,428.0,8.0,8.0,83.0,432.0
871,641.0,477.0,8.0,8.0,645.0,481.0
872,710.0,423.0,8.0,8.0,714.0,427.0
873,88.0,473.0,8.0,8.0,92.0,477.0
874,369.0,478.0,8.0,8.0,373.0,482.0
875,382.0,420.0,8.0,8.0,386.0,424.0
876,783.0,417.0,8.0,8.0,787.0,421.0
877,739.0,417.0,8.0,8.0,743.0,421.0
878,692.0,414.0,8.0,8.0,696.0,418.0
879,573.0,482.0,8.0,8.0,577.0,486.0
880,652.0,413.0,8.0,8.0,656.0,417.0
881,158.0,413.0,8.0,8.0,162.0,417.0
882,658.0,412.0,8.0,8.0,662.0,416.0
883,442.0,421.0,8.0,8.0,446.0,425.0
884,4.0,430.0,8.0,8.0,8.0,434.0
885,539.0,430.0,8.0,8.0,543.0,434.0
886,368.0,432.0,8.0,8.0,372.0,436.0
887,314.0,448.0,8.0,8.0,318.0,452.0
888,121.0,446.0,8.0,8.0,125.0,450.0
889,790.0,450.0,8.0,8.0,794.0,454.0
890,172.0,446.0,8.0,8.0,176.0,450.0
891,444.0,444.0,8.0,8.0,448.0,448.0
892,720.0,444.0,8.0,8.0,724.0,448.0
893,364.0,453.0,8.0,8.0,368.0,457.0
894,490.0,443.0,8.0,8.0,494.0,447.0
895,775.0,442.0,8.0,8.0,779.0,446.0
896,543.0,456.0,8.0,8.0,547.0,460.0
897,534.0,437.0,8.0,8.0,538.0,441.0
898,52.0,459.0,8.0,8.0,56.0,463.0
899,354.0,434.0,8.0,8.0,358.0,438.0
900,346.0,462.0,8.0,8.0,350.0,466.0
901,655.0,434.0,8.0,8.0,659.0,438.0
902,303.0,464.0,8.0,8.0,307.0,468.0
903,296.0,465.0,8.0,8.0,300.0,469.0
904,416.0,465.0,8.0,8.0,420.0,469.0
905,670.0,466.0,8.0,8.0,674.0,470.0
906,236.0,410.0,8.0,8.0,240.0,414.0
907,608.0,408.0,8.0,8.0,612.0,412.0
908,777.0,407.0,8.0,8.0,781.0,411.0
909,536.0,489.0,8.0,8.0,540.0,493.0
910,620.0,507.0,8.0,8.0,624.0,511.0
911,731.0,507.0,8.0,8.0,735.0,511.0
912,22.0,376.0,8.0,8.0,26.0,380.0
913,224.0,511.0,8.0,8.0,228.0,515.0
914,542.0,514.0,8.0,8.0,546.0,518.0
915,739.0,374.0,8.0,8.0,743.0,378.0
916,534.0,514.0,8.0,8.0,538.0,518.0
917,686.0,372.0,8.0,8.0,690.0,376.0
918,256.0,372.0,8.0,8.0,260.0,376.0
919,683.0,515.0,8.0,8.0,687.0,519.0
920,358.0,371.0,8.0,8.0,362.0,375.0
921,180.0,518.0,8.0,8.0,184.0,522.0
922,10.0,370.0,8.0,8.0,14.0,374.0
923,621.0,369.0,8.0,8.0,625.0,373.0
924,260.0,520.0,8.0,8.0,264.0,524.0
925,16.0,369.0,8.0,8.0,20.0,373.0
926,224.0,369.0,8.0,8.0,228.0,373.0
927,74.0,366.0,8.0,8.0,78.0,370.0
928,690.0,364.0,8.0,8.0,694.0,368.0
929,692.0,380.0,8.0,8.0,696.0,384.0
930,298.0,360.0,8.0,8.0,302.0,364.0
931,779.0,382.0,8.0,8.0,783.0,386.0
932,709.0,505.0,8.0,8.0,713.0,509.0
933,469.0,490.0,8.0,8.0,473.0,494.0
934,653.0,492.0,8.0,8.0,657.0,496.0
935,775.0,494.0,8.0,8.0,779.0,498.0
936,206.0,494.0,8.0,8.0,210.0,498.0
937,743.0,495.0,8.0,8.0,747.0,499.0
938,217.0,495.0,8.0,8.0,221.0,499.0
939,296.0,399.0,8.0,8.0,300.0,403.0
940,660.0,496.0,8.0,8.0,664.0,500.0
941,424.0,497.0,8.0,8.0,428.0,501.0
942,290.0,398.0,8.0,8.0,294.0,402.0
943,191.0,497.0,8.0,8.0,195.0,501.0
944,630.0,397.0,8.0,8.0,634.0,401.0
945,240.0,392.0,8.0,8.0,244.0,396.0
946,771.0,499.0,8.0,8.0,775.0,503.0
947,100.0,388.0,8.0,8.0,104.0,392.0
948,678.0,386.0,8.0,8.0,682.0,390.0
949,524.0,501.0,8.0,8.0,528.0,505.0
950,735.0,502.0,8.0,8.0,739.0,506.0
951,366.0,383.0,8.0,8.0,370.0,387.0
952,242.0,505.0,8.0,8.0,246.0,509.0
953,760.0,220.0,8.0,8.0,764.0,224.0
954,358.0,579.0,8.0,8.0,362.0,583.0
955,606.0,585.0,8.0,8.0,610.0,589.0
956,426.0,637.0,8.0,8.0,430.0,641.0
957,525.0,68.0,8.0,8.0,529.0,72.0
958,289.0,68.0,8.0,8.0,293.0,72.0
959,217.0,637.0,8.0,8.0,221.0,641.0
960,154.0,641.0,8.0,8.0,158.0,645.0
961,70.0,64.0,8.0,8.0,74.0,68.0
962,570.0,62.0,8.0,8.0,574.0,66.0
963,528.0,641.0,8.0,8.0,532.0,645.0
964,484.0,642.0,8.0,8.0,488.0,646.0
965,545.0,62.0,8.0,8.0,549.0,66.0
966,5.0,61.0,8.0,8.0,9.0,65.0
967,742.0,60.0,8.0,8.0,746.0,64.0
968,675.0,643.0,8.0,8.0,679.0,647.0
969,265.0,643.0,8.0,8.0,269.0,647.0
970,463.0,644.0,8.0,8.0,467.0,648.0
971,742.0,643.0,8.0,8.0,746.0,647.0
972,708.0,57.0,8.0,8.0,712.0,61.0
973,484.0,56.0,8.0,8.0,488.0,60.0
974,133.0,52.0,8.0,8.0,137.0,56.0
975,564.0,636.0,8.0,8.0,568.0,640.0
