ID,X,Y,W,H,C_X,CY
78,367,56,10,10,372,61
79,66,208,17,17,75,217
80,58,142,9,9,62,147
81,335,201,8,8,339,205
82,142,250,11,11,148,255
83,233,354,10,10,238,359
84,230,360,8,8,234,364
85,245,398,8,8,249,402
86,26,490,13,13,32,497
87,-1,582,34,34,16,599
88,2,554,28,28,16,568
89,243,548,10,10,248,553
90,19,770,34,34,36,787
91,54,772,29,29,68,787
92,222,768,25,25,235,781
93,296,751,10,10,301,756
94,91,752,10,10,96,757
95,43,726,12,12,49,732
96,290,524,10,10,295,529
97,302,541,8,8,306,545
98,429,668,14,14,436,675
99,520,67,10,10,525,72
100,557,761,10,10,562,766
101,668,290,62,62,699,321
102,223,267,10,10,228,272
103,301,-1,12,12,307,5
104,271,161,10,10,276,166
105,164,735,78,78,203,774
106,215,-2,28,28,229,12
107,69,120,10,10,74,125
108,32,93,12,12,38,99
109,38,105,12,12,44,111
110,528,606,13,13,535,612
111,309,504,20,18,319,513
112,307,515,21,21,317,525
113,726,534,13,13,732,540
114,511,448,48,41,535,468
116,588,8,11,11,593,14
117,27,4,18,18,36,13
118,641,14,10,10,646,19
119,665,12,12,12,671,18
120,688,1,24,24,700,13
121,53,8,16,16,61,16
122,74,6,19,19,83,16
123,565,16,10,10,570,21
124,430,10,16,16,438,18
125,136,17,10,10,141,22
126,6,16,11,11,12,21
127,150,12,15,15,157,20
128,195,11,18,18,204,20
129,290,9,24,24,302,21
130,585,18,16,16,593,26
131,166,14,24,24,178,26
132,156,34,9,9,160,38
133,223,21,22,22,234,32
134,422,32,16,16,430,40
135,26,24,23,23,38,36
136,637,34,16,16,645,42
137,461,43,10,10,466,48
138,601,46,8,8,605,50
139,52,34,22,22,63,45
140,612,34,28,28,626,48
141,702,52,9,9,707,57
142,657,38,28,28,671,52
143,471,48,18,18,480,57
144,339,56,12,12,345,62
145,31,62,8,8,35,66
146,541,63,10,10,546,68
147,272,66,8,8,276,70
148,397,68,10,10,402,73
149,420,68,9,9,424,73
150,60,67,12,12,66,73
151,576,48,31,31,592,63
152,297,49,30,30,312,64
153,764,68,15,15,772,75
154,739,73,12,12,745,79
155,70,76,10,10,75,81
156,494,71,16,16,502,79
157,725,77,10,10,730,82
158,26,74,14,14,33,81
159,124,78,12,12,130,84
160,515,80,12,12,521,86
161,248,82,10,10,253,87
162,144,72,20,20,154,82
163,0,84,11,11,6,89
164,190,71,26,26,203,84
165,717,88,10,10,722,93
166,704,86,11,11,709,92
167,296,88,11,11,301,93
168,436,90,9,9,441,94
169,366,89,10,10,371,94
170,222,88,12,12,228,94
171,102,87,14,14,109,94
172,540,90,17,17,549,98
173,282,85,22,22,293,96
174,306,93,16,16,314,101
175,66,89,20,20,76,99
176,459,64,46,46,482,87
177,690,92,21,21,701,102
178,736,86,27,27,750,99
179,195,104,12,12,201,110
180,132,96,19,19,142,106
181,500,108,9,9,504,112
182,768,104,16,16,776,112
183,471,111,12,12,477,117
184,436,110,15,15,443,118
185,162,102,25,25,174,114
186,24,120,9,9,29,125
187,321,102,28,28,335,116
188,244,122,11,11,250,128
189,124,126,9,9,128,130
190,532,115,22,22,543,126
191,658,114,23,23,670,126
192,310,123,16,16,318,131
193,631,116,24,24,643,128
194,548,132,11,11,554,137
195,357,129,16,16,365,137
196,68,138,10,10,73,143
197,706,105,44,44,728,127
198,94,141,16,16,102,149
199,295,137,20,20,305,147
200,154,135,24,24,166,147
201,24,136,23,23,35,147
202,239,149,12,12,245,155
203,122,155,8,8,126,159
204,687,145,18,18,696,154
205,620,152,11,11,625,158
206,323,146,22,22,334,157
207,453,152,16,16,461,160
208,388,160,9,9,392,165
209,363,152,18,18,372,161
210,724,148,23,23,736,160
211,452,164,11,11,457,169
212,395,115,60,60,425,145
213,705,166,10,10,710,171
214,748,158,19,19,758,167
215,672,162,16,16,680,170
216,479,162,16,16,487,170
217,186,168,12,12,192,174
218,147,162,20,20,157,172
219,781,172,10,10,786,177
220,204,169,18,18,213,178
221,224,165,24,24,236,177
222,626,168,22,22,637,179
223,330,178,11,11,336,184
224,724,170,23,23,736,182
225,565,173,22,22,576,184
226,704,184,13,13,710,190
227,196,186,15,15,203,193
228,389,191,10,10,394,196
229,536,174,28,28,550,188
230,597,193,16,16,605,201
231,655,185,24,24,667,197
232,509,178,30,30,524,193
233,645,201,8,8,649,205
234,746,191,20,20,756,201
235,471,173,40,40,491,193
236,780,202,11,11,786,208
237,234,209,8,8,238,213
238,170,197,24,24,182,209
239,448,204,17,17,457,213
240,38,210,12,12,44,216
241,21,146,80,80,61,186
242,261,178,48,48,285,202
243,567,208,18,18,576,217
244,779,217,10,10,784,222
245,242,223,8,8,246,227
246,306,218,17,17,314,227
247,576,211,24,24,588,223
248,2,219,16,16,10,227
249,130,198,39,39,149,218
250,651,193,50,50,676,218
251,646,234,9,9,650,238
252,408,235,12,12,414,241
253,687,236,16,16,695,244
254,499,185,66,66,532,218
255,66,225,28,28,80,239
256,750,242,11,11,756,248
257,112,246,9,9,117,250
258,626,238,18,18,635,247
259,722,236,21,21,732,246
260,30,248,14,14,37,255
261,449,253,10,10,454,258
262,601,256,10,10,606,261
263,146,250,21,21,157,260
264,72,264,9,9,77,268
265,297,250,22,22,308,261
266,385,256,18,18,394,265
267,544,254,19,19,554,264
268,231,235,40,40,251,255
269,8,254,21,21,19,265
270,748,266,9,9,752,271
271,328,264,11,11,333,270
272,562,256,21,21,573,266
273,633,274,8,8,637,278
274,412,272,11,11,417,278
275,493,266,18,18,502,275
276,40,275,10,10,45,280
277,326,230,56,56,354,258
278,60,278,9,9,65,282
279,229,279,8,8,233,283
280,606,274,15,15,613,281
281,258,275,16,16,266,283
282,387,277,16,16,395,285
283,434,278,16,16,442,286
284,719,284,12,12,725,290
285,462,281,14,14,469,288
286,307,273,24,24,319,285
287,580,288,9,9,584,293
288,104,293,10,10,109,298
289,340,294,9,9,345,298
290,410,293,16,16,418,301
291,49,290,22,22,60,301
292,586,299,16,16,594,307
293,264,284,33,33,280,300
294,740,308,11,11,746,313
295,779,299,20,20,789,309
296,316,290,30,30,331,305
297,515,299,22,22,526,310
298,122,298,22,22,133,309
299,392,312,10,10,397,317
300,757,306,16,16,765,314
301,568,314,9,9,572,318
302,473,309,16,16,481,317
303,115,315,12,12,121,321
304,246,304,23,23,257,316
305,404,306,25,25,416,318
306,739,319,12,12,745,325
307,552,313,18,18,561,322
308,346,312,19,19,355,322
309,54,282,52,52,80,308
310,152,324,11,11,158,329
311,484,324,17,17,493,333
312,757,332,10,10,762,337
313,584,322,23,23,595,333
314,441,336,10,10,446,341
315,615,323,24,24,627,335
316,280,326,21,21,290,337
317,736,344,11,11,742,349
318,457,331,26,26,470,344
319,764,346,11,11,770,352
320,644,346,12,12,650,352
321,121,350,8,8,125,354
322,556,351,8,8,560,355
323,144,350,11,11,149,356
324,438,349,16,16,446,357
325,580,356,11,11,585,361
326,316,334,35,35,334,352
327,193,355,16,16,201,363
328,498,353,18,18,507,362
329,786,361,10,10,791,366
330,559,364,10,10,564,369
331,240,364,13,13,246,370
332,386,348,29,29,401,363
333,613,363,16,16,621,371
334,444,362,19,19,453,372
335,460,354,28,28,474,368
336,278,384,11,11,284,390
337,482,394,9,9,487,398
338,570,390,20,20,580,400
339,45,330,80,80,85,370
340,526,402,9,9,530,406
341,676,390,22,22,687,401
342,355,387,28,28,369,401
343,772,406,11,11,778,412
344,712,410,8,8,716,414
345,334,403,16,16,342,411
346,259,414,16,16,267,422
347,580,424,9,9,585,429
348,548,409,28,28,562,423
349,350,413,24,24,362,425
350,324,419,18,18,333,428
351,428,422,18,18,437,431
352,752,428,12,12,758,434
353,617,425,16,16,625,433
354,206,416,25,25,218,429
355,227,437,8,8,231,441
356,531,431,20,20,541,441
357,714,446,8,8,718,450
358,340,444,10,10,345,449
359,241,441,16,16,249,449
360,197,440,18,18,206,449
361,111,450,10,10,116,455
362,679,424,38,38,698,443
363,386,446,19,19,395,455
364,44,454,11,11,50,460
365,436,458,9,9,441,463
366,640,442,26,26,653,455
367,4,458,13,13,11,464
368,607,451,20,20,617,461
369,32,461,12,12,38,467
370,137,457,18,18,146,466
371,740,466,9,9,744,470
372,557,427,50,50,582,452
373,360,457,22,22,371,468
374,473,457,24,24,485,469
376,774,468,18,18,783,477
377,47,477,12,12,53,483
378,513,446,44,44,535,468
379,215,483,8,8,219,487
380,442,470,21,21,452,481
381,187,470,24,24,199,482
382,496,486,8,8,500,490
383,692,486,9,9,697,490
384,250,486,9,9,255,490
385,671,483,12,12,677,489
386,712,476,21,21,723,486
387,755,476,24,24,767,488
388,550,477,24,24,562,489
389,718,498,8,8,722,502
390,208,497,10,10,213,502
391,404,487,22,22,415,498
392,60,470,40,40,80,490
393,259,416,92,92,305,462
394,498,478,33,33,514,495
395,747,495,18,18,756,504
396,230,496,17,17,238,504
397,197,507,8,8,201,511
398,596,508,12,12,602,514
399,547,509,12,12,553,515
400,618,512,9,9,623,516
401,334,490,31,31,349,506
402,703,513,10,10,708,518
403,469,500,24,24,481,512
404,151,484,42,42,172,505
405,78,515,12,12,84,521
406,673,515,12,12,679,521
407,9,504,24,24,21,516
408,612,520,10,10,617,525
409,621,490,40,40,641,510
410,660,519,12,12,666,525
411,358,521,10,10,363,526
412,211,522,12,12,217,528
413,522,518,17,17,531,527
414,460,522,16,16,468,530
415,54,516,21,21,65,527
416,767,516,24,24,779,528
417,230,480,65,65,262,512
418,481,536,10,10,486,541
419,727,536,10,10,732,541
420,80,484,65,65,112,516
421,184,533,22,22,195,544
422,526,534,22,22,537,545
423,267,551,8,8,271,555
424,345,547,12,12,351,553
425,119,542,22,22,130,553
426,636,508,58,58,665,537
427,389,557,8,8,393,561
428,93,548,18,18,102,557
429,516,558,9,9,520,562
430,18,546,24,24,30,558
431,212,550,23,23,224,561
432,283,566,8,8,287,570
433,682,564,10,10,687,569
434,88,565,10,10,93,570
435,606,554,21,21,617,565
436,164,566,11,11,170,572
437,704,566,11,11,710,572
438,583,555,24,24,595,567
439,141,571,10,10,146,576
440,511,573,10,10,516,578
441,666,579,8,8,670,583
442,345,572,18,18,354,581
443,185,569,24,24,197,581
444,648,580,17,17,657,588
445,552,564,32,32,568,580
446,130,582,18,18,139,591
447,313,595,10,10,318,600
448,593,599,8,8,597,603
449,167,596,12,12,173,602
450,704,526,82,82,745,567
451,103,596,16,16,111,604
452,19,561,52,52,45,587
453,332,604,11,11,338,610
454,214,587,28,28,228,601
455,103,609,8,8,107,613
456,764,612,9,9,769,617
457,347,605,18,18,356,614
458,200,607,18,18,209,616
459,601,611,16,16,609,619
460,662,596,33,33,679,612
461,12,613,16,16,20,621
462,621,613,16,16,629,621
463,482,585,44,44,504,607
464,237,623,12,12,243,629
465,713,608,30,30,728,623
466,668,627,12,12,674,633
467,181,628,12,12,187,634
468,563,631,12,12,569,637
469,487,636,10,10,492,641
470,410,629,22,22,421,640
471,320,642,9,9,325,647
472,525,626,32,32,541,642
473,433,650,8,8,437,654
474,254,646,13,13,260,652
475,49,642,18,18,58,651
476,648,642,18,18,657,651
477,172,652,9,9,177,657
478,20,642,19,19,29,652
479,89,638,26,26,102,651
480,265,625,40,40,285,645
481,587,631,34,34,604,648
482,150,656,10,10,155,661
483,402,658,9,9,406,662
484,580,652,16,16,588,660
485,765,663,8,8,769,667
486,64,650,21,21,75,660
487,232,661,10,10,237,666
488,9,660,14,14,16,667
489,288,663,12,12,294,669
490,459,634,42,42,480,655
491,640,664,11,11,645,670
492,745,662,16,16,753,670
493,327,668,12,12,333,674
494,586,676,9,9,590,680
495,544,662,23,23,556,673
496,564,680,9,9,569,684
497,405,681,10,10,410,686
498,672,670,24,24,684,682
499,457,674,22,22,468,685
500,178,678,19,19,187,687
501,34,682,15,15,42,689
502,203,689,10,10,208,694
503,318,678,21,21,328,689
504,508,689,12,12,514,695
505,1,693,10,10,6,698
506,688,694,15,15,696,701
508,733,703,8,8,737,707
509,47,700,12,12,53,706
510,28,698,21,21,38,708
511,653,688,32,32,669,704
512,574,707,20,20,584,717
513,497,719,8,8,501,723
514,212,671,58,58,241,700
515,440,714,18,18,449,723
516,728,664,70,70,763,699
517,522,713,20,20,532,723
518,91,654,82,82,132,695
519,63,728,12,12,69,734
520,164,701,40,40,184,721
521,776,734,11,11,782,740
522,85,737,10,10,90,742
523,572,732,17,17,581,740
524,618,734,19,19,628,743
525,420,744,9,9,425,748
526,257,715,38,38,276,734
527,332,746,9,9,337,750
528,666,698,58,58,695,727
529,353,738,18,18,362,747
530,600,748,10,10,605,753
531,742,743,18,18,751,752
532,450,740,22,22,461,751
533,534,752,12,12,540,758
534,257,756,10,10,262,761
535,156,756,10,10,161,761
536,34,758,8,8,38,762
537,340,756,10,10,345,761
538,10,757,10,10,15,762
539,658,758,17,17,666,767
540,478,723,54,54,505,750
541,674,770,8,8,678,774
542,49,740,38,38,68,759
543,115,761,18,18,124,770
544,770,756,23,23,782,768
545,215,773,10,10,220,778
546,684,774,9,9,689,779
547,241,775,10,10,246,780
548,309,770,16,16,317,778
549,253,776,10,10,258,781
550,638,779,10,10,643,784
551,132,776,16,16,140,784
552,516,783,12,12,522,789
553,548,790,9,9,552,794
554,20,57,10,10,25,62
555,194,4,13,13,201,10
556,329,1,36,36,347,19
557,114,0,33,33,131,16
558,373,29,16,16,381,37
559,156,40,20,20,166,50
560,381,107,10,10,386,112
561,196,51,10,10,201,56
562,183,116,10,10,188,121
563,88,211,14,14,95,218
564,91,197,12,12,97,203
565,3,173,8,8,7,177
566,90,156,11,11,95,161
567,343,219,18,18,352,228
568,0,276,17,17,9,284
569,0,299,22,22,11,310
570,187,222,12,12,193,228
571,199,229,12,12,205,235
572,134,272,14,14,141,279
573,147,274,76,76,185,312
574,204,288,55,55,232,315
575,206,322,23,23,217,334
576,139,227,24,24,151,239
577,145,379,26,26,158,392
578,96,384,53,53,123,410
579,11,368,20,20,21,378
580,188,375,14,14,195,382
581,169,387,12,12,175,393
582,255,375,18,18,264,384
583,330,362,15,15,337,370
584,355,358,28,28,369,372
585,371,342,24,24,383,354
586,255,392,16,16,263,400
587,236,414,15,15,244,421
588,81,445,10,10,86,450
589,49,534,10,10,54,539
590,48,514,11,11,53,520
591,311,504,18,18,320,513
592,334,518,14,14,341,525
593,376,562,12,12,382,568
594,356,481,10,10,361,486
595,0,712,23,23,12,724
596,0,736,14,14,7,743
597,0,749,10,10,5,754
598,103,694,8,8,107,698
599,222,748,9,9,226,753
600,236,729,10,10,241,734
601,297,766,14,14,304,773
602,326,763,38,38,345,782
603,363,775,26,26,376,788
604,378,736,16,16,386,744
605,218,627,10,10,223,632
606,295,565,14,14,302,572
607,370,516,10,10,375,521
608,328,714,8,8,332,718
609,294,688,9,9,298,692
610,275,674,10,10,280,679
611,381,764,20,20,391,774
612,379,632,32,32,395,648
613,502,530,15,15,510,538
614,506,554,13,13,513,560
615,507,383,14,14,514,390
616,372,266,20,20,382,276
617,392,170,81,81,432,211
618,468,242,22,22,479,253
619,395,51,12,12,401,57
620,546,44,14,14,553,51
621,511,31,12,12,517,37
622,748,-1,50,50,773,24
623,774,42,10,10,779,47
624,392,524,103,103,443,576
625,375,676,80,80,415,716
626,596,382,51,51,621,407
627,642,237,76,76,680,275
628,778,323,22,22,789,334
629,769,376,26,26,782,389
630,698,752,15,15,705,760
631,689,755,12,12,695,761
632,616,14,11,11,621,19
633,114,169,16,16,122,177
634,224,186,13,13,230,192
635,439,775,10,10,444,780
636,440,758,46,46,463,781
637,740,396,11,11,745,402
638,550,380,14,14,557,387
639,714,744,60,60,744,774
640,592,699,10,10,597,704
641,591,727,10,10,596,732
642,52,97,14,14,59,104
643,280,7,14,14,287,14
644,232,96,12,12,238,102
645,94,80,11,11,100,85
646,246,64,12,12,252,70
647,171,176,12,12,177,182
648,68,52,21,21,79,62
649,201,204,14,14,208,211
650,407,44,8,8,411,48
651,488,280,11,11,493,285
652,301,160,8,8,305,164
653,352,183,10,10,357,188
654,282,28,11,11,287,34
655,231,61,16,16,239,69
656,456,116,7,7,460,119
657,466,0,19,19,476,10
658,428,244,15,15,436,251
659,598,286,13,13,604,293
660,616,136,16,16,624,144
661,609,1,14,14,616,8
662,765,129,12,12,771,135
663,516,64,15,15,523,72
664,774,50,11,11,780,55
665,785,108,8,8,789,112
666,716,50,7,7,719,54
667,605,181,8,8,609,185
668,652,21,8,8,656,25
669,42,304,12,12,48,310
670,58,454,14,14,65,461
671,138,344,9,9,142,349
672,284,396,7,7,288,399
673,143,374,8,8,147,378
674,288,364,7,7,292,368
675,72,428,11,11,78,433
676,266,370,7,7,270,373
677,68,418,13,13,74,425
678,286,380,13,13,293,386
679,24,226,7,7,27,229
680,423,274,14,14,430,281
681,334,396,9,9,339,400
682,484,254,13,13,491,261
683,382,395,8,8,386,399
684,436,304,7,7,440,307
685,344,378,7,7,348,382
686,410,365,8,8,414,369
687,502,262,11,11,508,267
688,495,452,12,12,501,458
689,662,368,15,15,670,375
690,642,392,7,7,645,395
691,474,489,8,8,478,493
692,442,381,14,14,449,388
693,496,467,16,16,504,475
695,720,200,11,11,726,205
696,500,308,13,13,507,314
697,790,490,9,9,795,494
698,749,336,12,12,755,342
699,756,456,13,13,763,463
700,718,276,9,9,723,280
701,598,338,11,11,603,344
702,521,416,8,8,525,420
703,758,400,13,13,765,407
704,62,476,11,11,67,481
705,38,636,13,13,45,643
706,230,400,9,9,234,405
707,98,572,13,13,104,579
708,334,567,16,16,342,575
709,337,657,14,14,344,664
710,352,434,7,7,356,437
711,286,416,7,7,290,420
712,491,437,14,14,498,444
713,614,628,11,11,620,633
714,400,676,7,7,404,679
715,411,670,8,8,415,674
716,440,682,13,13,446,688
717,772,538,13,13,778,545
718,790,514,9,9,795,518
719,709,492,12,12,715,498
720,547,649,8,8,551,653
721,656,408,7,7,659,412
722,74,770,11,11,79,776
723,16,691,14,14,23,698
724,269,561,14,14,276,568
725,286,514,11,11,292,519
727,172,768,8,8,176,772
728,380,686,11,11,385,692
729,464,668,10,10,469,673
730,293,575,8,8,297,579
731,202,656,11,11,207,662
732,240,757,8,8,244,761
733,462,720,9,9,466,725
734,301,543,12,12,307,549
735,254,586,11,11,260,591
736,296,650,14,14,303,657
737,486,682,15,15,494,690
738,430,508,11,11,435,514
739,498,630,11,11,503,636
740,569,764,12,12,575,770
741,406,562,8,8,410,566
742,532,782,15,15,540,790
743,422,773,12,12,428,779
744,767,748,8,8,771,752
745,686,662,7,7,690,665
746,560,694,9,9,564,699
747,752,517,16,16,760,525
748,526,498,15,15,534,506
749,514,529,10,10,519,534
750,786,726,14,14,793,733
751,754,620,47,47,777,643
752,19,71,9,9,23,75
753,31,103,8,8,35,107
754,93,117,11,10,98,122
755,99,291,9,9,103,295
756,19,273,10,9,24,277
757,120,578,9,9,124,582
758,106,582,8,8,110,586
759,79,586,10,9,84,590
760,86,611,8,9,90,615
761,73,675,10,9,78,679
762,168,749,8,8,172,753
763,205,633,10,8,210,637
764,233,527,10,9,238,531
765,227,453,10,10,232,458
766,182,393,10,9,187,397
767,259,31,10,9,264,35
768,391,14,8,8,395,18
769,384,7,9,8,388,11
770,273,26,8,8,277,30
771,349,29,10,10,354,34
772,325,69,12,13,331,75
773,348,144,9,9,352,148
774,265,144,9,8,269,148
775,283,141,10,9,288,145
776,278,106,9,8,282,110
777,275,115,9,9,279,119
778,325,205,8,7,329,208
779,290,181,7,8,293,185
780,318,246,10,9,323,250
781,287,260,11,10,292,265
782,393,429,10,9,398,433
783,303,378,11,11,308,383
784,492,365,10,8,497,369
785,430,347,10,10,435,352
786,451,26,9,9,455,30
787,543,22,11,10,548,27
788,571,56,8,7,575,59
789,579,112,10,10,584,117
790,586,137,8,9,590,141
791,660,89,9,9,664,93
792,549,116,8,8,553,120
793,595,183,8,7,599,186
794,656,175,9,9,660,179
795,625,221,8,7,629,224
796,557,338,9,9,561,342
797,597,355,9,8,601,359
798,655,338,10,11,660,343
799,633,379,16,13,641,385
800,640,416,8,9,644,420
801,610,505,8,9,614,509
802,599,502,10,9,604,506
803,640,651,9,9,644,655
804,643,730,7,7,646,733
805,618,779,8,8,622,783
806,623,765,8,8,627,769
807,537,718,8,7,541,721
808,708,530,9,8,712,534
809,716,271,9,8,720,275
810,713,208,11,12,718,214
811,777,191,10,11,782,196
812,737,459,12,10,743,464
813,792,541,8,9,796,545
814,698,774,9,9,702,778
