ID,X,Y,W,H,C_X,CY
77,73,338,10,10,78,343
78,381,5,14,14,388,12
79,332,204,17,17,341,212
80,343,213,12,12,349,219
81,321,308,12,12,327,314
82,159,376,14,14,166,383
83,163,366,16,16,171,374
84,170,350,16,16,178,358
85,30,378,13,13,36,385
86,311,360,10,10,316,365
87,326,354,10,10,331,359
88,268,738,9,9,273,743
89,336,712,10,10,341,717
90,85,661,10,10,90,666
91,112,684,10,10,117,689
92,104,684,10,10,109,689
93,63,435,10,10,68,440
94,690,88,17,17,698,97
95,750,159,10,10,755,164
96,749,700,10,10,754,705
97,670,602,10,10,675,607
98,490,237,12,12,496,243
99,188,-1,12,12,194,5
100,176,400,15,15,184,407
101,128,694,11,11,134,700
102,586,0,32,32,602,16
103,546,592,8,8,550,596
104,144,123,12,11,150,128
105,211,347,16,16,219,355
106,215,512,10,10,220,517
107,184,554,10,10,189,559
108,328,637,14,14,335,644
109,672,354,12,11,678,359
110,740,128,9,10,744,133
111,735,349,13,14,741,356
112,90,3,14,14,97,10
113,778,10,8,8,782,14
114,240,8,11,11,245,13
115,454,8,13,13,460,14
116,505,13,10,10,510,18
117,527,20,10,10,532,25
118,457,14,16,16,465,22
119,662,22,9,9,666,27
120,332,14,19,19,342,23
121,712,8,24,24,724,20
122,168,2,32,32,184,18
123,622,26,8,8,626,30
124,670,7,30,30,685,22
125,133,15,22,22,144,26
126,579,30,10,10,584,35
127,262,24,17,17,270,33
128,786,30,11,11,792,36
129,496,22,21,21,506,32
130,524,34,9,9,528,38
131,13,22,22,22,24,33
132,300,35,10,10,305,40
133,408,14,31,31,424,30
134,36,26,21,21,47,37
135,200,36,11,11,205,42
136,393,40,8,8,397,44
137,456,40,11,11,462,45
138,673,43,10,10,678,48
139,442,36,16,16,450,44
140,108,42,10,10,113,47
141,146,32,22,22,157,43
142,313,39,16,16,321,47
143,135,48,10,10,140,53
144,116,48,10,10,121,53
145,204,36,22,22,215,47
146,570,50,8,8,574,54
147,691,46,16,16,699,54
148,620,54,10,10,625,59
149,494,56,12,12,500,62
150,432,52,18,18,441,61
151,28,60,11,11,33,65
152,326,52,20,20,336,62
153,7,64,10,10,12,69
154,453,66,10,10,458,71
155,390,56,20,20,400,66
156,470,55,20,20,480,65
157,53,58,30,30,68,73
158,15,80,12,12,21,86
159,522,76,17,17,531,85
160,661,74,22,22,672,85
161,612,84,13,13,618,90
162,26,90,9,9,30,94
163,89,88,10,10,94,93
164,40,81,18,18,49,90
165,127,78,22,22,138,89
166,0,92,12,12,6,98
167,298,100,11,11,304,106
168,128,107,8,8,132,111
169,601,105,10,10,606,110
170,628,106,10,10,633,111
171,186,104,13,13,192,110
172,775,95,22,22,786,106
173,443,95,24,24,455,107
174,392,111,12,12,398,117
175,45,115,10,10,50,120
176,406,116,10,10,411,121
177,587,118,8,8,591,122
178,111,111,16,16,119,119
179,464,114,17,17,472,122
180,515,120,12,12,521,126
181,101,128,10,10,106,133
182,280,128,11,11,286,133
183,766,121,24,24,778,133
184,524,130,16,16,532,138
185,128,136,9,9,133,141
186,326,139,8,8,330,143
187,480,136,13,13,487,142
188,224,137,12,12,230,143
189,342,128,25,25,354,140
190,180,6,146,146,253,79
191,537,143,12,12,543,149
192,751,139,20,20,761,149
193,386,146,15,15,394,154
194,225,153,10,10,230,158
195,784,154,10,10,789,159
196,470,156,9,9,474,161
197,197,151,16,16,205,159
198,627,151,18,18,636,160
199,540,149,22,22,551,160
200,729,148,26,26,742,161
201,160,166,9,9,164,170
202,636,120,57,57,664,149
203,507,147,30,30,522,162
204,4,166,11,11,9,172
205,174,168,12,12,180,174
206,106,158,23,23,118,169
207,384,172,9,9,389,177
208,550,174,9,9,554,178
209,285,173,10,10,290,178
210,128,176,10,10,133,181
211,579,162,24,24,591,174
212,323,176,10,10,328,181
213,644,176,10,10,649,181
214,432,176,11,11,437,182
215,753,181,10,10,758,186
216,704,180,11,11,709,186
217,272,186,9,9,276,190
218,285,184,12,12,291,190
219,163,190,8,8,167,194
220,44,186,11,11,50,192
221,359,187,14,14,366,194
222,19,187,16,16,27,195
223,104,192,13,13,111,198
224,540,190,15,15,547,198
225,57,197,10,10,62,202
226,769,196,10,10,774,201
227,312,195,12,12,318,201
228,191,196,14,14,198,203
229,604,194,21,21,614,204
230,298,205,10,10,303,210
231,325,212,10,10,330,217
232,557,208,16,16,565,216
233,306,212,12,12,312,218
234,256,216,9,9,261,221
235,496,218,9,9,500,222
236,454,205,24,24,466,217
237,429,216,14,14,436,223
238,85,218,14,14,92,225
239,741,215,18,18,750,224
240,368,223,12,12,374,229
241,156,220,15,15,163,227
242,226,218,19,19,235,227
243,60,224,13,13,66,230
244,635,229,10,10,640,234
245,420,228,11,11,425,233
246,56,230,12,12,62,236
247,650,222,23,23,662,233
248,140,228,18,18,149,237
249,730,235,14,14,737,242
250,748,200,48,48,772,224
251,303,222,28,28,317,236
252,108,238,11,11,113,244
253,364,238,11,11,370,244
254,480,240,11,11,485,246
255,344,238,13,13,351,245
256,169,236,18,18,178,245
257,289,241,16,16,297,249
258,268,248,9,9,273,253
259,204,236,25,25,216,249
260,99,252,10,10,104,257
261,121,255,8,8,125,259
262,520,243,20,20,530,253
263,463,253,12,12,469,259
264,60,248,19,19,69,258
265,572,258,10,10,577,263
266,13,252,16,16,21,260
267,765,261,10,10,770,266
268,488,254,17,17,496,262
269,437,263,8,8,441,267
270,595,248,26,26,608,261
271,447,264,10,10,452,269
272,108,262,11,11,114,268
273,248,264,10,10,253,269
274,304,265,10,10,309,270
275,125,254,22,22,136,265
276,298,271,8,8,302,275
277,47,269,10,10,52,274
278,697,267,12,12,703,273
279,195,268,12,12,201,274
280,36,274,9,9,40,278
281,317,273,10,10,322,278
282,566,278,8,8,570,282
283,138,279,8,8,142,283
284,102,271,16,16,110,279
285,285,277,10,10,290,282
286,17,278,10,10,22,283
287,459,268,20,20,469,278
288,522,278,12,12,528,284
289,412,282,9,9,417,286
290,442,278,14,14,449,285
291,490,274,19,19,500,284
292,680,284,11,11,686,289
293,608,286,9,9,612,291
294,420,286,11,11,425,291
295,330,283,14,14,337,290
296,759,289,10,10,764,294
297,246,291,8,8,250,295
298,587,291,12,12,593,297
299,780,285,18,18,789,294
300,189,296,10,10,194,301
301,697,284,24,24,709,296
302,593,300,10,10,598,305
303,784,302,10,10,789,307
304,122,292,19,19,132,302
305,647,302,10,10,652,307
306,98,304,12,12,104,310
307,444,293,24,24,456,305
308,233,309,10,10,238,314
309,662,309,12,12,668,315
310,644,309,16,16,652,317
311,689,317,8,8,693,321
312,433,308,16,16,441,316
313,28,292,34,34,45,309
314,70,316,9,9,74,321
315,492,311,16,16,500,319
316,242,316,11,11,248,322
317,534,312,17,17,542,320
318,600,319,12,12,606,325
319,673,316,16,16,681,324
320,113,327,8,8,117,331
321,560,324,14,14,567,331
322,78,320,17,17,86,329
323,426,326,12,12,432,332
324,361,318,20,20,371,328
325,596,330,10,10,601,335
326,154,328,13,13,161,334
327,222,324,18,18,231,333
328,177,335,10,10,182,340
329,273,337,10,10,278,342
330,136,340,11,11,141,346
331,776,336,16,16,784,344
332,704,340,11,11,709,346
333,602,341,12,12,608,347
334,196,342,13,13,202,348
335,491,344,12,12,497,350
336,672,344,11,11,678,350
337,74,348,9,9,78,353
338,562,348,10,10,567,353
339,512,343,16,16,520,351
340,645,338,20,20,655,348
341,214,348,11,11,220,354
342,402,353,10,10,407,358
343,41,352,12,12,47,358
344,116,343,20,20,126,353
345,527,341,24,24,539,353
346,336,358,9,9,341,362
347,82,359,8,8,86,363
348,8,355,12,12,14,361
349,653,359,8,8,657,363
350,199,355,16,16,207,363
351,450,360,12,12,456,366
352,218,364,9,9,222,369
353,62,366,8,8,66,370
354,711,358,18,18,720,367
355,306,370,8,8,310,374
356,354,360,19,19,363,370
357,556,371,10,10,561,376
358,779,385,12,12,785,391
359,171,387,12,12,177,393
360,318,390,10,10,323,395
361,42,396,9,9,46,401
362,513,399,8,8,517,403
363,260,396,11,11,265,401
364,234,388,19,19,243,398
365,22,401,10,10,27,406
366,736,395,16,16,744,403
367,677,392,20,20,687,402
368,273,391,22,22,284,402
369,8,404,9,9,13,409
370,357,404,10,10,362,409
371,608,404,11,11,614,410
372,661,413,8,8,665,417
373,570,403,18,18,579,412
374,252,410,10,10,257,415
375,134,404,19,19,144,413
376,620,415,12,12,626,421
377,681,419,8,8,685,423
378,56,416,11,11,62,422
379,556,415,12,12,562,421
380,498,412,17,17,506,421
381,25,418,14,14,32,425
382,538,416,19,19,547,426
383,499,424,12,12,505,430
384,86,422,13,13,93,429
385,736,426,11,11,742,431
386,261,415,22,22,272,426
387,224,422,16,16,232,430
388,290,420,17,17,299,429
389,772,429,10,10,777,434
390,704,429,10,10,709,434
391,304,394,45,45,326,416
392,586,424,16,16,594,432
393,722,430,10,10,727,435
394,548,432,10,10,553,437
395,668,432,10,10,673,437
396,182,432,10,10,187,437
397,571,435,8,8,575,439
398,292,437,10,10,297,442
399,656,436,11,11,661,442
400,479,441,10,10,484,446
401,644,442,9,9,649,447
402,515,446,8,8,519,450
403,727,446,10,10,732,451
404,75,448,18,18,84,457
405,476,462,9,9,481,466
406,2,458,17,17,10,466
407,764,462,18,18,773,471
408,419,457,24,24,431,469
409,576,472,9,9,581,477
410,100,422,64,64,132,454
411,548,470,17,17,556,479
412,40,479,12,12,46,485
413,754,482,9,9,758,486
414,414,480,12,12,420,486
415,773,482,10,10,778,487
416,626,479,14,14,633,486
417,399,482,12,12,405,488
418,94,476,17,17,103,485
419,584,486,10,10,589,491
420,747,488,10,10,752,493
421,651,455,48,48,675,479
422,710,492,13,13,717,498
423,5,496,10,10,10,501
424,312,488,17,17,321,497
425,520,412,93,93,566,459
426,320,440,66,66,353,473
427,617,498,10,10,622,503
428,446,500,9,9,451,505
429,669,503,8,8,673,507
430,138,503,8,8,142,507
431,48,466,46,46,71,489
432,634,506,8,8,638,510
433,26,492,25,25,38,504
434,682,494,23,23,694,506
435,408,499,20,20,418,509
436,494,506,14,14,501,513
437,106,492,28,28,120,506
438,363,512,10,10,368,517
439,43,515,8,8,47,519
440,301,515,10,10,306,520
441,766,518,8,8,770,522
442,149,519,8,8,153,523
443,182,508,19,19,192,518
444,716,512,15,15,724,520
445,587,518,14,14,594,525
446,440,524,8,8,444,528
447,61,526,8,8,65,530
448,413,527,8,8,417,531
449,636,523,12,12,642,529
450,514,529,8,8,518,533
451,521,528,10,10,526,533
452,235,499,40,40,255,519
453,355,520,20,20,365,530
454,37,523,18,18,46,532
455,556,532,10,10,561,537
456,298,530,14,14,305,537
457,68,535,12,12,74,541
458,457,540,8,8,461,544
459,541,519,30,30,556,534
460,475,532,18,18,484,541
461,122,541,10,10,127,546
462,180,531,22,22,191,542
463,220,541,12,12,226,547
464,3,540,12,12,9,546
465,783,544,12,12,789,550
466,254,551,8,8,258,555
467,144,543,16,16,152,551
468,509,546,12,12,515,552
469,626,540,21,21,637,551
470,772,550,13,13,778,556
471,344,544,20,20,354,554
472,324,558,9,9,329,563
473,748,550,20,20,758,560
474,234,558,13,13,240,564
475,477,561,10,10,482,566
476,700,551,22,22,711,562
477,183,567,12,12,189,573
478,654,568,11,11,660,573
479,567,567,14,14,574,574
480,414,525,56,56,442,553
481,288,564,17,17,297,572
482,584,572,9,9,588,577
483,42,572,11,11,48,578
484,312,576,9,9,316,580
485,218,566,19,19,227,575
486,190,576,10,10,195,581
487,660,562,25,25,673,575
488,154,576,15,15,162,583
489,635,567,24,24,647,579
490,506,578,13,13,513,584
491,257,568,24,24,269,580
492,550,584,9,9,554,588
493,56,542,51,51,82,568
494,685,578,16,16,693,586
495,215,585,10,10,220,590
496,18,584,11,11,24,590
497,322,582,19,19,331,591
498,348,578,24,24,360,590
499,312,595,10,10,317,600
500,222,596,9,9,226,601
501,732,599,8,8,736,603
502,598,590,19,19,608,599
503,170,600,9,9,174,605
504,128,587,24,24,140,599
505,452,588,24,24,464,600
506,745,606,8,8,749,610
507,92,593,24,24,104,605
508,196,600,17,17,205,608
509,236,594,23,23,248,606
510,624,609,10,10,629,614
511,278,599,24,24,290,611
512,660,612,11,11,666,618
513,530,616,10,10,535,621
514,182,612,19,19,191,621
515,125,621,10,10,130,626
516,576,624,9,9,580,628
517,17,586,48,48,41,610
518,748,624,11,11,754,629
519,547,629,8,8,551,633
520,82,623,16,16,90,631
521,759,620,20,20,769,630
522,21,628,14,14,28,635
523,232,630,12,12,238,636
524,558,630,12,12,564,636
525,350,632,11,11,355,638
526,668,634,10,10,673,639
527,328,636,11,11,334,642
528,188,631,18,18,197,640
529,3,640,12,12,9,646
530,66,637,16,16,74,645
531,468,644,9,9,472,649
532,30,635,20,20,40,645
533,779,637,18,18,788,646
534,308,644,12,12,314,650
535,766,644,13,13,773,650
536,687,643,14,14,694,650
537,245,651,8,8,249,655
538,353,655,8,8,357,659
539,400,627,36,36,418,645
540,457,663,8,8,461,667
541,400,666,10,10,405,671
542,346,665,12,12,352,671
543,760,669,8,8,764,673
544,480,655,22,22,491,666
545,320,664,13,13,327,671
546,149,663,18,18,158,672
547,261,672,10,10,266,677
548,172,675,10,10,177,680
549,273,676,10,10,278,681
550,443,563,120,120,503,623
551,198,678,9,9,202,682
552,232,672,15,15,240,679
553,750,678,9,9,755,682
554,333,682,8,8,337,686
555,290,683,8,8,294,687
556,91,683,12,12,97,689
557,425,688,10,10,430,693
558,467,687,12,12,473,693
559,302,679,24,24,314,691
560,112,695,12,12,118,701
561,417,699,8,8,421,703
562,488,690,21,21,498,700
563,373,703,8,8,377,707
564,56,699,12,12,62,705
565,441,705,10,10,446,710
566,37,705,10,10,42,710
567,467,699,16,16,475,707
568,48,708,13,13,55,714
569,35,714,8,8,39,718
570,149,705,20,20,159,715
571,418,711,14,14,425,718
572,304,716,12,12,310,722
573,474,718,9,9,478,723
574,117,720,10,10,122,725
575,680,725,8,8,684,729
576,130,720,13,13,137,726
577,781,724,10,10,786,729
578,695,718,16,16,703,726
579,224,725,10,10,229,730
580,293,736,10,10,298,741
581,261,741,8,8,265,745
582,682,746,8,8,686,750
583,112,738,19,19,122,747
584,132,748,10,10,137,753
585,310,742,18,18,319,751
586,249,747,12,12,255,753
587,335,731,30,30,350,746
588,208,750,13,13,214,756
589,444,752,11,11,450,757
590,227,751,14,14,234,758
591,693,757,10,10,698,762
592,312,758,9,9,316,762
593,494,751,16,16,502,759
594,86,754,16,16,94,762
595,62,746,26,26,75,759
596,38,754,19,19,47,764
597,751,755,22,22,762,766
598,422,757,24,24,434,769
599,6,773,10,10,11,778
600,261,772,10,10,266,777
601,241,767,18,18,250,776
602,20,776,10,10,25,781
603,79,772,16,16,87,780
604,769,766,22,22,780,777
605,716,780,10,10,721,785
606,462,768,23,23,474,779
607,180,776,18,18,189,785
608,141,770,26,26,154,783
609,418,790,8,8,422,794
610,428,787,12,12,434,793
611,105,789,10,10,110,794
612,44,126,11,11,49,132
613,247,159,10,10,252,164
614,47,202,10,10,52,207
615,40,218,14,14,47,225
616,61,158,14,14,68,165
617,74,150,15,15,82,158
618,85,137,12,12,91,143
619,262,108,15,15,270,115
620,363,73,24,24,375,85
621,183,52,14,14,190,59
622,139,194,10,10,144,199
623,242,136,25,25,254,149
624,257,372,14,14,264,379
625,347,19,10,10,352,24
626,380,186,22,22,391,197
627,365,119,24,24,377,131
628,88,250,13,13,94,256
629,312,318,12,12,318,324
630,377,356,22,22,388,367
631,375,376,24,24,387,388
632,131,369,12,12,137,375
633,98,402,13,13,104,408
634,376,658,24,24,388,670
635,189,755,18,18,198,764
636,182,720,16,16,190,728
637,216,532,10,10,221,537
638,197,445,12,12,203,451
639,0,710,13,13,6,716
640,593,81,14,14,600,88
641,746,60,13,13,752,67
642,666,168,16,16,674,176
643,620,231,38,38,639,250
644,666,268,32,32,682,284
645,575,355,22,22,586,366
646,752,688,12,12,758,694
647,786,604,16,16,794,612
648,517,667,22,22,528,678
649,393,786,14,14,400,793
650,372,606,25,25,384,619
651,386,380,69,69,420,414
652,448,338,43,43,469,360
653,562,243,12,12,568,249
654,479,288,14,14,486,295
655,530,377,26,26,543,390
656,516,569,248,248,640,693
657,222,676,47,47,245,700
658,482,787,14,14,489,794
659,577,19,106,106,630,72
660,173,308,18,18,182,317
661,174,382,64,64,206,414
662,214,549,14,14,221,556
663,115,592,14,14,122,599
664,94,577,12,12,100,583
665,216,708,13,13,223,715
666,326,152,9,9,331,156
667,443,119,50,50,468,144
668,546,495,14,14,553,502
669,757,535,10,10,762,540
670,0,276,13,13,6,283
671,19,71,10,10,24,76
672,173,284,8,8,177,288
673,30,42,15,15,37,49
674,246,279,10,10,251,284
675,440,76,8,8,444,80
676,456,228,7,7,459,232
677,486,98,13,13,492,105
678,394,14,8,8,398,18
679,634,32,10,10,639,37
680,507,202,8,8,511,206
681,528,197,8,8,532,201
682,680,90,11,11,686,95
683,478,94,7,7,481,97
684,774,16,13,13,781,23
685,746,121,8,8,750,125
686,732,30,9,9,737,35
687,755,242,8,8,759,246
688,714,164,12,12,720,170
689,505,174,10,10,510,179
690,590,40,9,9,594,45
691,738,74,7,7,741,78
692,774,82,7,7,777,86
693,627,185,8,8,631,189
694,636,107,8,8,640,111
695,573,130,14,14,580,137
696,2,200,9,9,6,204
697,199,380,8,8,203,384
698,93,354,10,10,98,359
699,19,324,8,8,23,328
700,386,255,10,10,391,260
701,262,478,9,9,266,483
702,214,334,8,8,218,338
703,397,334,10,10,402,339
704,362,282,15,15,369,290
705,208,386,9,9,212,390
706,406,230,7,7,409,234
707,479,375,12,12,485,381
708,538,226,12,12,544,232
709,610,376,8,8,614,380
710,414,360,11,11,420,365
711,576,298,7,7,579,302
712,682,362,7,7,686,366
713,736,350,10,10,741,355
714,579,234,10,10,584,239
715,786,349,14,14,793,356
716,782,372,9,9,786,377
717,768,396,7,7,771,400
718,524,428,7,7,528,432
719,791,260,8,8,795,264
720,178,400,9,9,182,405
721,136,566,19,19,145,575
722,167,543,16,16,175,551
723,266,655,8,8,270,659
724,54,438,11,11,60,444
725,375,423,26,26,388,436
726,340,583,8,8,344,587
727,434,605,12,12,440,611
728,371,534,8,8,375,538
729,484,545,8,8,488,549
730,222,632,7,7,225,636
731,473,671,8,8,477,675
732,210,470,13,13,217,476
733,424,516,11,11,429,521
734,536,651,8,8,540,655
735,758,450,13,13,764,456
736,778,664,7,7,782,668
737,733,626,26,26,746,639
738,596,492,19,19,605,501
739,26,698,13,13,32,705
740,128,772,15,15,136,780
741,36,770,7,7,40,774
742,103,639,8,8,107,643
743,54,742,14,14,61,749
744,182,506,7,7,185,510
745,200,646,11,11,205,652
746,256,622,15,15,263,630
747,458,530,7,7,462,534
748,380,640,13,13,387,646
749,434,722,7,7,438,725
750,336,696,7,7,339,699
751,452,764,11,11,457,770
752,658,784,7,7,662,787
753,422,740,7,7,426,744
754,568,628,7,7,572,631
755,440,760,8,8,444,764
756,688,774,8,8,692,778
757,566,580,29,29,581,594
758,458,676,15,15,465,683
759,777,705,10,10,782,710
760,712,748,7,7,715,751
761,528,564,8,8,532,568
762,706,516,11,11,711,522
763,771,500,8,8,775,504
764,732,722,19,19,742,731
765,784,588,9,9,789,593
766,564,638,8,8,568,642
767,782,678,15,15,790,686
768,39,0,11,7,44,3
769,62,101,10,10,67,106
770,5,79,8,8,9,83
771,78,136,9,9,82,140
772,50,147,9,8,54,151
773,35,160,8,8,39,164
774,22,163,8,7,26,166
775,62,205,8,8,66,209
776,2,253,8,8,6,257
777,12,217,7,7,15,220
778,130,244,11,11,135,249
779,117,228,10,9,122,232
780,81,282,8,7,85,285
781,135,336,7,7,138,339
782,40,366,7,7,43,369
783,14,334,10,9,19,338
784,40,336,8,8,44,340
785,0,389,11,14,5,396
786,12,396,7,7,15,399
787,117,380,7,6,120,383
788,33,512,8,8,37,516
789,105,572,8,8,109,576
790,2,576,8,8,6,580
791,82,599,11,9,87,603
792,26,661,8,8,30,665
793,23,655,9,9,27,659
794,54,733,8,7,58,736
795,48,737,9,8,52,741
796,71,779,9,8,75,783
797,189,664,9,8,193,668
798,196,770,10,9,201,774
799,234,739,16,16,242,747
800,135,671,8,7,139,674
801,141,637,8,7,145,640
802,208,565,8,8,212,569
803,157,537,13,12,163,543
804,122,361,9,9,126,365
805,161,130,12,11,167,135
806,138,107,11,11,143,112
807,309,171,9,8,313,175
808,287,203,9,8,291,207
809,310,305,11,11,315,310
810,292,310,8,8,296,314
811,327,338,6,7,330,341
812,321,337,6,6,324,340
813,313,333,8,8,317,337
814,294,336,9,8,298,340
815,258,344,7,7,261,347
816,249,374,8,7,253,377
817,220,451,8,7,224,454
818,311,458,9,8,315,462
819,286,511,7,7,289,514
820,328,549,8,8,332,553
821,267,603,8,8,271,607
822,283,689,8,8,287,693
823,245,736,12,13,251,742
824,291,776,9,9,295,780
825,334,767,7,8,337,771
826,281,742,8,7,285,745
827,400,774,8,8,404,778
828,380,766,8,8,384,770
829,400,763,10,9,405,767
830,413,733,8,8,417,737
831,386,633,10,8,391,637
832,376,632,10,9,381,636
833,442,636,8,8,446,640
834,433,617,10,8,438,621
835,384,573,11,9,389,577
836,379,558,16,14,387,565
837,383,587,11,10,388,592
838,371,463,9,9,375,467
839,387,465,8,8,391,469
840,362,382,10,9,367,386
841,402,312,10,10,407,317
842,391,303,8,7,395,306
843,400,271,7,6,403,274
844,421,147,8,8,425,151
845,421,110,9,8,425,114
846,340,94,8,8,344,98
847,347,33,19,18,356,42
848,386,49,15,15,393,56
849,381,38,14,14,388,45
850,498,49,9,9,502,53
851,472,74,8,8,476,78
852,491,35,13,12,497,41
853,484,23,16,16,492,31
854,511,75,9,8,515,79
855,542,65,8,9,546,69
856,446,192,10,9,451,196
857,451,187,10,9,456,191
858,527,228,8,7,531,231
859,436,168,13,13,442,174
860,481,215,8,8,485,219
861,545,248,9,9,549,252
862,522,323,9,9,526,327
863,509,388,7,7,512,391
864,506,373,8,8,510,377
865,471,383,6,7,474,386
866,450,479,8,7,454,482
867,451,485,9,9,455,489
868,489,483,8,8,493,487
869,464,481,8,8,468,485
870,522,549,8,7,526,552
871,457,733,7,7,460,736
872,588,613,9,8,592,617
873,658,601,7,7,661,604
874,646,592,11,10,651,597
875,598,573,8,7,602,576
876,607,572,7,7,610,575
877,592,567,8,8,596,571
878,602,561,17,16,610,569
879,586,551,8,8,590,555
880,654,504,9,8,658,508
881,580,546,7,7,583,549
882,621,405,9,9,625,409
883,634,312,8,8,638,316
884,569,397,8,8,573,401
885,619,285,9,9,623,289
886,589,314,10,8,594,318
887,614,316,8,8,618,320
888,648,206,8,8,652,210
889,550,123,10,10,555,128
890,549,88,12,10,555,93
891,743,13,8,7,747,16
892,726,108,9,9,730,112
893,713,143,7,7,716,146
894,702,165,9,9,706,169
895,792,178,8,9,796,182
896,721,191,9,8,725,195
897,787,231,8,8,791,235
898,673,258,8,8,677,262
899,712,269,8,8,716,273
900,707,316,9,8,711,320
901,751,323,8,7,755,326
902,716,337,8,7,720,340
903,676,334,9,8,680,338
904,669,337,8,8,673,341
905,710,376,8,8,714,380
906,665,401,7,7,668,404
907,749,369,7,7,752,372
908,751,523,7,7,754,526
909,698,521,8,8,702,525
910,745,542,8,8,749,546
911,708,585,9,9,712,589
912,739,592,7,7,742,595
913,745,590,8,8,749,594
914,743,580,7,7,746,583
